"country","days_since_first_known_case","reported_last24h","reported_total","reported_per100k","reported_growth","forecast_next24h","forecast_daysuntil2x","forecast_daysuntil10x","forecast_totalin5_1d","fatalities_last24h","fatalities_total","fatalities_per100k","fatalities_growth","recovered_last24h","recovered_total","recovered_per100k","known_active_last24h","known_active_total","known_active_per100k","known_active_growth","forecast_total_active_in1d","forecast_total_active_in2d","forecast_total_active_in1w","population_total","population_0_14y","population_15_65y","population_65y","areakm2","density_pop_km2","gdp","live_data","origin","first_known_case","first_reported_fatality","d_between_first_known_case_and_first_fatality","d_since_first_known_case_worldwide","d_to_patient_0","countryiso3"
"Afghanistan",42,50,349,1.08299126531859,0.167224080267559,59,4.4826656036006,14.891092808586,768,0,7,0.0217218878430662,0,
