"country","countryiso3","SL.EMP.VULN.FE.ZS_2013","SL.EMP.VULN.FE.ZS_2014","SL.EMP.VULN.FE.ZS_2015","SL.EMP.VULN.FE.ZS_2016","SL.EMP.VULN.FE.ZS_2017","SL.EMP.VULN.FE.ZS_2018","SL.EMP.VULN.FE.ZS_2019"
"South Sudan","SSD",89.6730003356933,89.7629966735839,90.2250022888184,90.7179985046387,90.9619979858399,91.052001953125,90.8479995727539
"Spain","ESP",9.69700026512146,9.48900032043457,9.51399976015091,9.32799959182739,8.78599977493286,8.39000016450882,8.37899979948998
"Sri Lanka","LKA",45.5080013275147,44.548999786377,44.0709991455078,43.4799995422363,43.6180000305176,43.3240013122559,43.0580005645752
"St. Lucia","LCA",26.0670005083085,26.12399995327,26.109999537468,26.0740007162094,25.9950001239777,26.0139994621277,26.0009994506836
"St. Vincent and the Grenadines","VCT",17.2789998054505,17.2689995765686,17.2409998178482,17.2260000705719,17.2199999094009,17.1810003519058,17.1540001630783
"Sub-Saharan Africa","SSF",82.1667720522079,81.7966717694623,81.5279512542667,81.3919879773862,81.2219505126336,81.1260303201305,81.0901037087365
"Sub-Saharan Africa (excluding high income)","SSA",82.2545412381225,81.8830233625531,81.6139661086725,81.4759119340412,81.3052336197251,81.2075895013186,81.1697468126149
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",82.1667720522079,81.7966717694623,81.5279512542667,81.3919879773862,81.2219505126336,81.1260303201305,81.0901037087366
"Sudan","SDN",65.3999996185303,65.1349983215332,64.8810005187988,64.5969982147217,64.3950023651123,64.6620006561279,64.8969993591309
"Suriname","SUR",10.1460001468658,10.092000246048,10.0700001716614,10.0320003032684,10.0729997158051,10.0280001163483,9.98299980163574
"Sweden","SWE",4.52200001478195,4.5489997714758,4.52900013327598,4.42799988389015,4.28900000452996,4.09599989652633,4.08599990606308
"Switzerland","CHE",9.55600023269654,9.66500020027161,9.74499988555908,9.54800009727478,9.47000002861023,9.50200009346009,9.40100002288819
"Syrian Arab Republic","SYR",15.6659998893738,15.561999797821,15.4689998626709,15.3759999275208,15.2800002098084,15.191999912262,15.1089997291565
"Tajikistan","TJK",49.0850009918213,48.6060009002686,48.1410007476807,47.5879993438721,47.0949993133545,46.5990009307862,46.2290000915527
"Tanzania","TZA",89.5219993591309,89.2220001220703,88.9930000305176,88.7530021667481,88.5019989013672,88.2550010681153,88.0499992370606
"Thailand","THA",54.7160015106201,51.6359996795654,50.6610012054444,49.833999633789,49.2490005493164,50.2150001525879,49.8099994659424
"Timor-Leste","TLS",78.072998046875,79.0190010070801,78.9710006713867,79.2200012207031,79.5130004882812,79.3140029907226,79.0629997253418
"Togo","TGO",89.4770011901855,88.6119976043701,88.4820022583008,88.3549995422363,88.2369995117187,88.1089992523193,87.9979991912842
"Tonga","TON",57.8940010070801,57.6910018920898,57.5530014038085,57.4309997558594,57.3979988098145,57.3649997711181,57.2360000610351
"Trinidad and Tobago","TTO",11.7849996685982,12.2019997239113,11.6139997839928,12.8750002980232,12.9379997253418,12.9569995403289,13.0189999938011
"Tunisia","TUN",15.5019993782043,15.2879996299744,15.0319995880127,14.8190002441406,14.628999710083,14.445999622345,14.2339997291565
"Turkey","TUR",41.8880004882813,38.246000289917,36.7309999465943,34.9410009384155,35.0420007705689,33.2400007247925,32.0910005569458
"Turkmenistan","TKM",26.3449997901916,26.0710000991822,25.7869997024536,25.5399990081787,25.2970004081726,25.0510005950928,24.8109993934631
"Uganda","UGA",83.197998046875,83.0740013122559,82.94700050354,82.8349990844727,82.7550010681152,82.6169986724854,82.5020008087159
"Ukraine","UKR",18.9940005838871,13.2759995758533,13.1319999098778,12.6690002977848,12.8960000872612,13.023000061512,12.7980003058911
"United Arab Emirates","ARE",0.240000007674098,0.232000000774861,0.223999995738268,0.217999992892147,1.04399999976158,2.34499996900559,2.25400000810623
"United Kingdom","GBR",8.3570000231266,9.03999993205071,9.0529996752739,9.45999982953071,9.57600003480911,9.69299975037575,9.64200016856193
"United States","USA",3.56600003689527,3.44800005108118,3.40100003778934,3.34899993240833,3.42900006473065,3.37699995189905,3.35999993979931
"Upper middle income","UMC",45.8974257294281,44.9631618447709,44.1780776716642,43.5402385437661,42.9288540397577,42.3982328892062,42.0806069389935
"Uruguay","URY",21.2910000085831,21.0219995975494,21.4220007658004,21.8220006227493,21.6250005960464,21.8530007600784,21.7270009517669
"Uzbekistan","UZB",47.1139984130859,46.6179990768432,46.0890016555786,45.6500005722045,45.2939987182618,44.8730001449585,44.4119997024536
"Vanuatu","VUT",75.1330032348633,75.03200340271,74.9290018081665,74.8040018081665,74.7249984741211,74.6670007705688,74.5839986801147
"Venezuela, RB","VEN",32.7400002479553,33.1230006217957,33.6439993381501,34.1630001068115,34.827000617981,35.3300013542176,35.0940008163453
"Vietnam","VNM",69.1100006103516,68.2369976043701,63.9440002441406,62.4200019836426,61.2019996643067,60.8700008392334,60.5700016021729
"Virgin Islands (U.S.)","VIR",5.90500003099442,5.90000014007091,5.90099999308587,5.88900016248226,5.93500006198883,5.92199982702732,5.89599977433681
"West Bank and Gaza","PSE",33.3199996948242,35.6990013122558,30.8809995651245,26.8069992065429,24.2419996261597,22.1030006408692,22.0100002288819
"World","WLD",48.1002345180322,47.4513318391051,46.8337099739804,46.2685375518229,45.8352882740456,45.479131340287,45.4235652292157
"Yemen, Rep.","YEM",64.0489978790283,64.7329978942871,64.9899997711182,66.1830005645752,66.8309993743897,67.3470001220703,67.6380004882813
"Zambia","ZMB",88.7210006713868,88.5639991760254,88.4599990844727,88.3320007324219,88.2110023498535,88.0620002746582,88.0029983520507
"Zimbabwe","ZWE",74.8919992446899,74.8250017166138,74.7630014419556,74.7359991073609,74.5920000076294,74.3969993591308,74.5950012207031
