"country","countryiso3","SL.EMP.VULN.FE.ZS_2013","SL.EMP.VULN.FE.ZS_2014","SL.EMP.VULN.FE.ZS_2015","SL.EMP.VULN.FE.ZS_2016","SL.EMP.VULN.FE.ZS_2017","SL.EMP.VULN.FE.ZS_2018","SL.EMP.VULN.FE.ZS_2019"
"Post-demographic dividend","PST",8.11202347493986,7.84694083335715,7.6663381550638,7.52343110738602,7.48490311002028,7.39882437178549,7.34739597141995
"Pre-demographic dividend","PRE",85.3781494804331,84.9882018564025,84.63854722481,84.3185307345432,84.2771396025482,84.1370332343297,84.0009822324245
"Puerto Rico","PRI",6.88799995183945,6.69099998474121,6.44700002670288,6.49399980902672,6.51300001144409,6.56100022792816,6.52400016784668
"Qatar","QAT",0.0179999992251396,0.0319999996572733,0.0579999992623925,0.0520000006072223,0.0569999981671572,0.0569999981671572,0.0569999981671572
"Romania","ROU",31.8879995346069,31.0230007171631,27.0830001831054,24.3460006713867,23.9099998474121,23.2440004348755,22.621000289917
"Russian Federation","RUS",5.4870001077652,5.35899990797043,5.39599993824959,5.51899996399879,4.60799980163574,4.81899982690811,4.79100000858307
"Rwanda","RWA",80.3400001525879,78.6339988708496,78.3759994506836,78.1520004272461,77.9359970092773,77.6500015258789,77.3720016479492
"Samoa","WSM",30.1949996948242,28.6260008811951,27.1389999389649,25.6820011138916,24.3539991378784,24.4010000228881,24.3910007476806
"Sao Tome and Principe","STP",57.4410009384155,57.1479988098144,56.8090004920959,56.5460000038147,56.2770009040833,56.011999130249,55.8339982032776
"Saudi Arabia","SAU",0.7979999743402,0.995000008493662,1.14500003121793,1.15599994920194,1.16999996080995,1.15699994936586,1.16899998486042
"Senegal","SEN",75.4799995422363,74.416000366211,73.3040008544922,73.0609989166259,72.7829990386963,72.4930000305176,72.2609977722168
"Serbia","SRB",25.7440004348755,24.7390003204346,22.4049997329712,24.5159997940063,24.333999633789,21.4539995193481,20.9769992828369
"Sierra Leone","SLE",91.8540015220642,91.8879981040955,92.2529978752137,92.0529985427856,92.0009970664978,91.9309988021851,91.8570013046265
"Singapore","SGP",6.15300023555756,6.57900005578994,5.5329999923706,5.89200001955032,6.54699993133545,6.56599989533425,6.57299995422363
"Slovak Republic","SVK",8.09799988567829,8.15200021862984,8.41299971938133,8.69999998807907,8.60400024056435,8.22200023382902,8.15000025182962
"Slovenia","SVN",11.7589998245239,13.9970002174377,11.4229998588562,8.70899987220764,9.27400016784668,9.72499990463257,9.5019998550415
"Small states","SST",36.3261208158671,36.1432913502855,35.9825643904483,35.8684061687667,36.0031053777317,36.20823626704,36.2921883179119
"Solomon Islands","SLB",75.7479972839356,75.6380033493042,75.4899988174438,75.3030004501342,75.1210031509399,74.9500036239624,74.8379993438721
"Somalia","SOM",94.3520011901855,94.3059997558594,94.2630004882813,94.2129974365234,94.1619987487793,94.1210021972656,94.0799980163575
"South Africa","ZAF",10.3839998841286,9.32100003957749,9.81499987840652,9.69800025224686,10.2199995517731,10.2420002222061,10.2340002059937
"South Asia","SAS",80.6006405611076,79.418862780525,78.5549303671743,77.6029356660718,76.0779386341429,74.9626719293479,74.6784908929949
"South Asia (IDA & IBRD)","TSA",80.6006405611076,79.418862780525,78.5549303671743,77.6029356660718,76.0779386341429,74.9626719293479,74.6784908929949
