"country","countryiso3","SP.POP.1564.TO.ZS_2013","SP.POP.1564.TO.ZS_2014","SP.POP.1564.TO.ZS_2015","SP.POP.1564.TO.ZS_2016","SP.POP.1564.TO.ZS_2017","SP.POP.1564.TO.ZS_2018","SP.POP.1564.TO.ZS_2019"
"Serbia","SRB",67.5160759662846,67.2218557972212,66.8791048823238,66.5996119477798,66.2793608065934,65.964526556121,65.7185540515046
"Seychelles","SYC",69.7724717597302,69.7054609138672,69.5540019794058,69.3668373210741,69.0918708125039,68.7700832166104,68.4557853057633
"Sierra Leone","SLE",54.4913804394272,54.7818999969788,55.0982764154729,55.37333769601,55.661599244594,55.9738044352072,56.3279520658269
"Singapore","SGP",78.3688138976999,78.3662520771402,78.3206357767099,77.9422580237773,77.2076444440396,76.2583371703582,75.2753673675391
"Slovak Republic","SVK",71.5233620296124,71.1571777424968,70.6951251662417,70.1908470098234,69.5812514914004,68.9246167348919,68.2998922670699
"Slovenia","SVN",68.2403749678883,67.8337189865189,67.3167571054254,66.7402529155679,66.0745022380146,65.3713452980191,64.7080755142511
"Small states","SST",64.4078118491539,64.5251439250091,64.6231261499856,64.7007667399749,64.7800885696816,64.850508339569,64.9103635317738
"Solomon Islands","SLB",55.9929708612795,56.0042174903207,56.0474069750861,56.0249774795863,56.0737627724086,56.1594652427714,56.2379912305191
"Somalia","SOM",49.5450255635826,49.7994273951605,50.0333002324167,50.2277444592544,50.3933360472169,50.5501049890906,50.7312905182024
"South Africa","ZAF",65.6756599036108,65.6950110136395,65.6794387687497,65.6644204598072,65.6305615480971,65.6025058468641,65.6164193375248
"South Asia","SAS",64.1430965063163,64.5233125825801,64.8744136518057,65.2064720952311,65.4890642651161,65.7430919142796,65.9992306277908
"South Asia (IDA & IBRD)","TSA",64.1430965063163,64.5233125825801,64.8744136518057,65.2064720952311,65.4890642651161,65.7430919142796,65.9992306277908
"South Sudan","SSD",53.5568252545742,53.8021938667233,54.1025572111391,54.3033115661566,54.5274056452331,54.7813956853029,55.0551418160346
"Spain","ESP",67.0808772664206,66.7751166816399,66.4468400125592,66.324068590093,66.150813288141,65.954491369965,65.7753050830892
"Sri Lanka","LKA",66.3653848517784,66.0769595282702,65.8354277043931,65.6367668575647,65.4693205689957,65.3297792245361,65.2047322108188
"St. Lucia","LCA",70.0844445195563,70.5708484766905,71.0019762625191,71.2560547482558,71.4866761718448,71.6645866435024,71.7539252694349
"St. Vincent and the Grenadines","VCT",66.6559260554952,66.8889685011161,67.0392494594496,67.3092208041367,67.6054157902884,67.8689060075673,68.06553997233
"Sub-Saharan Africa","SSF",53.6001959191133,53.7523407809664,53.9299149235769,54.0769656711089,54.2600100365365,54.4738820781198,54.7132805873634
"Sub-Saharan Africa (excluding high income)","SSA",53.5757275202739,53.7287572302395,53.9072160866027,54.0550360589247,54.2388425896209,54.4534957484254,54.6937175510456
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",53.6001959191133,53.7523407809664,53.9299149235769,54.0769656711089,54.2600100365365,54.4738820781198,54.7132805873634
"Sudan","SDN",54.4509266290018,54.7443253144513,55.0522723855132,55.3223658865505,55.6101688864566,55.9100476051919,56.2169766276496
"Suriname","SUR",65.0975440853221,65.2853112297184,65.4855734579526,65.6112362096557,65.7618984182185,65.9233667251168,66.0730134922219
"Sweden","SWE",64.0384773741279,63.5249255297932,63.0971791970261,62.7714681374261,62.5134176068078,62.3226896122783,62.175940147338
"Switzerland","CHE",67.6194659729743,67.413656491919,67.2093433894495,66.938538890063,66.6966381907622,66.4658286661214,66.2213280427499
"Syrian Arab Republic","SYR",61.2661740879429,62.1925965293355,62.9526596274308,63.4900253784946,63.8521268358002,64.0753347716682,64.2501128432786
"Tajikistan","TJK",61.4176783478534,61.3776263254085,61.2156359075224,60.9115586064374,60.564872591683,60.1938283684959,59.8429592132533
"Tanzania","TZA",52.6247161151666,52.6793904495988,52.7799559125113,52.9287229993725,53.0998902147314,53.3004626710946,53.5356523229545
"Thailand","THA",71.6685177815771,71.5661943893595,71.423750654356,71.3482815201939,71.20921441628,71.0121180433042,70.7702134540146
"Timor-Leste","TLS",55.03210803143,55.5498407178215,56.1267138230982,56.7427875940713,57.3380585526093,57.9028434336982,58.4213827188372
"Togo","TGO",54.6873332967155,54.8519473241805,55.0613273672369,55.2670183866712,55.5121963131914,55.7960084891888,56.1142987090661
"Tonga","TON",57.3009197390142,57.4563487350042,57.5981583830285,57.8960378906984,58.252122590639,58.6305803463279,58.9852048921469
"Trinidad and Tobago","TTO",70.2337957439704,69.9402133820728,69.6537617271193,69.3693922587764,69.096909886067,68.8454739132406,68.6206112949857
"Tunisia","TUN",69.0201298261994,68.8035768309732,68.5449906792956,68.172120441138,67.8360402898759,67.5142005746377,67.18043417717
"Turkey","TUR",66.3192750806047,66.4312446568176,66.5313462374332,66.6257239905596,66.7415314649495,66.8673769209477,66.9828933047336
"Turkmenistan","TKM",66.0847409556315,65.7185774435782,65.4812051921132,65.0140541907555,64.8121886868414,64.7510015978736,64.6492841154012
"Uganda","UGA",49.6142194828287,49.8637160000144,50.129642675523,50.4247680770889,50.7597569174302,51.1284878975505,51.5374344747774
"Ukraine","UKR",69.6300060439001,69.3816827147435,69.0666495939741,68.6712542835303,68.2158166427496,67.7529003875501,67.3552912355191
"United Arab Emirates","ARE",85.4101529586613,85.1672016214148,84.9027410422222,84.6274962664165,84.4608995928516,84.3114896450084,84.130838770347
"United Kingdom","GBR",65.0361493498294,64.7400678234996,64.4699481838379,64.2519261230786,64.0738555899797,63.926052256896,63.7956038376446
"United States","USA",66.4779068738499,66.3160579782416,66.1333886980394,65.9429787679709,65.7221060220984,65.4833059619314,65.2410767325889
"Upper middle income","UMC",70.1857203288931,70.10043089073,69.9595816796707,69.7303661035406,69.4715679915583,69.1984631579668,68.9364963616803
"Uruguay","URY",64.2293143740727,64.3303388153754,64.4317175013313,64.4669053064298,64.5227418284307,64.5774993948021,64.6006885566598
"Uzbekistan","UZB",67.4175016556346,67.5838913248592,67.586509564298,67.4698238021159,67.2169165092944,66.8948047070961,66.6069709653676
"Vanuatu","VUT",57.7497223683441,57.550551749227,57.2031866632243,57.3994898142493,57.4638366431999,57.5116167828345,57.6733515182639
"Venezuela, RB","VEN",64.9160875510056,65.0512026641309,65.2547157288874,65.1392077150525,65.0856982015533,65.0663627988088,64.9847844157012
"Vietnam","VNM",70.4615720507465,70.4290501473671,70.3118125996983,70.1383404701017,69.8714209653194,69.5523448704195,69.2324994438749
"Virgin Islands (U.S.)","VIR",63.6534571664625,62.9193066575337,62.2191733836392,61.7646778270616,61.3607507326899,60.998280473825,60.6312991260112
"West Bank and Gaza","PSE",56.3069816405728,56.7134056309399,57.0805750992567,57.3576457604472,57.6431883286811,57.9193329849872,58.1769254549907
"World","WLD",65.5624423534255,65.5758196340504,65.5613661395616,65.4991112069102,65.4189133001257,65.3308998355387,65.2520417484969
"Yemen, Rep.","YEM",55.8309426343998,56.1576681071513,56.512237635232,56.8101547220192,57.1469676163513,57.5088399699032,57.8744844046973
"Zambia","ZMB",51.1662780078228,51.4266819777,51.7587640963638,52.0909700137954,52.5038242573589,52.9641808172429,53.4221766605845
"Zimbabwe","ZWE",54.8395164689406,54.6926124188886,54.6034569585618,54.4731339552859,54.50594050052,54.659410108955,54.861264931923
