"country","countryiso3","SL.UEM.TOTL.ZS_2013","SL.UEM.TOTL.ZS_2014","SL.UEM.TOTL.ZS_2015","SL.UEM.TOTL.ZS_2016","SL.UEM.TOTL.ZS_2017","SL.UEM.TOTL.ZS_2018","SL.UEM.TOTL.ZS_2019"
"IDA only","IDX",4.56088158470489,4.5037184185081,4.52044361861935,4.48448227506788,4.43309478116218,4.36885035396888,4.38233995849833
"IDA total","IDA",4.25579073565892,4.16830542236028,4.35195343013485,4.60444858507812,4.72128050883866,4.67186828431238,4.71128612826623
"India","IND",5.6710000038147,5.60799980163574,5.56500005722046,5.51100015640259,5.41900014877319,5.32999992370605,5.35500001907349
"Indonesia","IDN",4.33599996566772,4.04899978637695,4.51399993896484,4.30100011825562,4.18499994277954,4.51100015640259,4.68699979782104
"Iran, Islamic Rep.","IRN",10.4399995803833,10.5699996948242,11.0600004196167,12.4300003051758,12.1000003814697,12.039999961853,11.3819999694824
"Iraq","IRQ",9.27799987792969,10.5900001525879,10.7130002975464,10.8199996948242,13.0200004577637,12.8620004653931,12.8219995498657
"Ireland","IRL",13.7349996566772,11.8570003509521,9.9060001373291,8.37399959564209,6.71199989318848,5.73999977111816,4.92799997329712
"Israel","ISR",6.20800018310547,5.8899998664856,5.25099992752075,4.7979998588562,4.21500015258789,3.99799990653992,3.86100006103516
"Italy","ITA",12.1490001678467,12.6829996109009,11.8959999084473,11.6879997253418,11.2110004425049,10.6099996566772,9.88700008392334
"Jamaica","JAM",15.2510004043579,13.7399997711182,13.5109996795654,13.1920003890991,11.6339998245239,9.10400009155273,8.0019998550415
"Japan","JPN",4,3.59999990463257,3.40000009536743,3.09999990463257,2.79999995231628,2.40000009536743,2.29099988937378
"Jordan","JOR",12.6000003814697,11.8999996185303,13.0749998092651,15.2749996185303,15.1149997711182,14.9589996337891,14.7150001525879
"Kazakhstan","KAZ",5.19999980926514,5.05999994277954,4.92999982833862,4.96000003814697,4.90000009536743,4.82499980926514,4.59000015258789
"Kenya","KEN",2.86700010299683,2.82399988174438,2.79399991035461,2.75699996948242,2.6949999332428,2.63499999046326,2.64199995994568
"Korea, Dem. People’s Rep.","PRK",2.96799993515015,2.9210000038147,2.88800001144409,2.84800004959106,2.77900004386902,2.71300005912781,2.74000000953674
"Korea, Rep.","KOR",3.09999990463257,3.5,3.59999990463257,3.70000004768372,3.70000004768372,3.84800004959106,4.14799976348877
"Kuwait","KWT",2.92199993133545,2.90000009536743,2.20000004768372,2.16000008583069,1.79799997806549,2.07599997520447,2.18199992179871
"Kyrgyz Republic","KGZ",8.32999992370605,8.05000019073486,7.55999994277954,7.21000003814697,6.8899998664856,5.96000003814697,6.32999992370605
"Lao PDR","LAO",0.717000007629395,0.702000021934509,0.691999971866608,0.680000007152557,0.660000026226044,0.640999972820282,0.625999987125397
"Late-demographic dividend","LTE",5.03901546689009,4.95334863700518,5.10176759504001,5.27411069727713,5.26060692147116,5.059451446344,5.06480200984919
"Latin America & Caribbean","LCN",6.32162957800618,6.15102610385373,6.70234534071001,7.81310144790708,8.08800905767607,7.95434022352442,8.06917866853218
"Latin America & Caribbean (excluding high income)","LAC",6.31298172815175,6.12111493212679,6.71000359962855,7.86773667701419,8.15301026261281,8.00869729934244,8.13431678266251
"Latin America & the Caribbean (IDA & IBRD countries)","TLA",6.33105350894303,6.17109047093733,6.75056736281012,7.89434868939419,8.18522154444489,8.05308790741648,8.1727898416216
"Latvia","LVA",11.8669996261597,10.8459997177124,9.8730001449585,9.64299964904785,8.71500015258789,7.41200017929077,6.51999998092651
"Least developed countries: UN classification","LDC",4.45678580802111,4.39788613066654,4.41720449477246,4.43716756967118,4.42856657143191,4.35561715889316,4.34826090498183
"Lebanon","LBN",6.4520001411438,6.39599990844727,6.35699987411499,6.30900001525879,6.22499990463257,6.14300012588501,6.22900009155273
"Lesotho","LSO",24.5799999237061,24.4710006713867,24.3939990997314,24.2999992370605,24.1340007781982,23.9710006713867,23.4050006866455
"Liberia","LBR",2.19600009918213,2.13199996948242,2.0789999961853,3.08100008964539,3.00399994850159,2.93199992179871,2.81399989128113
"Libya","LBY",19.0629997253418,18.9559993743896,18.8810005187988,18.7889995574951,18.6270008087158,18.4680004119873,18.5629997253418
"Lithuania","LTU",11.7700004577637,10.6979999542236,9.11999988555908,7.86199998855591,7.07299995422363,6.14699983596802,6.35200023651123
"Low & middle income","LMY",5.30982321612106,5.27454590854587,5.41700134098686,5.56361958806538,5.56700723637057,5.46288691508981,5.52778701018541
"Low income","LIC",5.09965095451837,5.06823002717137,5.09712586972162,5.05198990934896,4.96444343402922,4.88143611615016,4.88968379050179
"Lower middle income","LMC",5.07681289684189,5.04023351818777,5.10808181922013,5.18944071835544,5.22062454541734,5.13222713646325,5.13493118696058
"Luxembourg","LUX",5.84800004959106,5.85200023651123,6.66900014877319,6.29099988937378,5.52199983596802,5.58500003814697,5.36299991607666
"Macao SAR, China","MAC",1.82000005245209,1.70000004768372,1.80999994277954,1.89999997615814,2,1.96599996089935,2.23699998855591
"Madagascar","MDG",0.935999989509583,1.32700002193451,1.7849999666214,1.76300001144409,1.72500002384186,1.68900001049042,1.75800001621246
"Malawi","MWI",5.94600009918213,5.88700008392334,5.84600019454956,5.79500007629395,5.70699977874756,5.62200021743774,5.65299987792969
"Malaysia","MYS",3.10999989509583,2.88000011444092,3.09999990463257,3.44000005722046,3.41000008583069,3.34999990463257,3.32399988174438
"Maldives","MDV",4.99599981307983,5.21000003814697,5.66699981689453,6.11999988555908,5.98099994659424,5.84899997711182,6.13800001144409
"Mali","MLI",7.30000019073486,6.375,7.72900009155273,7.55299997329712,7.32999992370605,7.1100001335144,7.22399997711182
"Malta","MLT",6.10599994659424,5.72499990463257,5.37900018692017,4.68699979782104,4.00099992752075,3.71600008010864,3.47300004959106
"Mauritania","MRT",9.88799953460693,9.81099987030029,9.75800037384033,9.69200038909912,9.57699966430664,9.46399974822998,9.54800033569336
"Mauritius","MUS",7.32200002670288,7.46700000762939,7.40999984741211,6.81400012969971,6.7519998550415,6.65700006484985,6.67399978637695
"Mexico","MEX",4.91400003433228,4.80900001525879,4.31300020217896,3.85899996757507,3.42000007629395,3.28299999237061,3.42499995231628
"Middle East & North Africa","MEA",9.88513461762834,9.97490562908444,10.065644301912,10.1086319969255,10.2161964519485,10.1371864006738,9.82507690140782
"Middle East & North Africa (excluding high income)","MNA",11.3728015290438,11.5542399558149,11.7813534220463,11.8780470584703,11.9953203324976,11.9005267110987,11.5250354584392
"Middle East & North Africa (IDA & IBRD countries)","TMN",11.2939888833862,11.4686054036572,11.6673074036418,11.7548606424382,11.8521494776298,11.7498484790056,11.3679449580973
"Middle income","MIC",5.32879836596339,5.29349250764596,5.44691876164389,5.61245288798588,5.62564536838867,5.52063337936941,5.59253105568827
"Moldova","MDA",5.10400009155273,3.85599994659424,3.69400000572205,4.18499994277954,4.09800004959106,2.9779999256134,5.47300004959106
"Mongolia","MNG",4.23099994659424,4.7979998588562,4.86100006103516,7.2350001335144,6.35900020599365,6.25400018692017,6.01100015640259
"Montenegro","MNE",19.496000289917,17.9969997406006,17.5440006256104,17.7229995727539,16.0709991455078,15.1750001907349,14.8830003738403
"Morocco","MAR",9.22999954223633,9.69999980926514,9.46000003814697,9.30000019073486,9.1870002746582,9.07800006866455,9.01900005340576
"Mozambique","MOZ",3.42199993133545,3.41700005531311,3.42600011825562,3.38299989700317,3.30800008773804,3.23699998855591,3.2409999370575
"Myanmar","MMR",0.796000003814697,0.777999997138977,0.765999972820282,1.14100003242493,1.55099999904633,1.49399995803833,1.57700002193451
"Namibia","NAM",19.0279998779297,18.5209999084473,20.8819999694824,23.3519992828369,21.5739994049072,19.8770008087158,20.2730007171631
"Nepal","NPL",1.53400003910065,1.49899995326996,1.47500002384186,1.44599997997284,1.39600002765656,1.35000002384186,1.40699994564056
"Netherlands","NLD",7.24300003051758,7.41599988937378,6.87200021743774,6.00600004196167,4.83900022506714,3.82999992370605,3.19600009918213
"New Caledonia","NCL",14.9139995574951,14.5900001525879,14.1269998550415,13.6829996109009,13.2489995956421,12.8470001220703,12.8000001907349
"New Zealand","NZL",6.2649998664856,5.7519998550415,5.36499977111816,5.09999990463257,4.7020001411438,4.2979998588562,4.06899976730347
"Nicaragua","NIC",5.28000020980835,4.51900005340576,4.69999980926514,3.90000009536743,3.29999995231628,5.19999980926514,6.83699989318848
"Niger","NER",0.458000004291534,0.523999989032745,0.514999985694885,0.504999995231628,0.486999988555908,0.470999985933304,0.474999994039536
"Nigeria","NGA",3.70300006866455,4.56199979782104,4.31099987030029,7.05999994277954,8.38899993896484,8.24300003051758,8.0959997177124
"North America","NAC",7.34210739262774,6.24948253092482,5.45749825724967,5.10119850667042,4.57202633632764,4.10784865533161,3.88974374551614
"North Macedonia","MKD",28.996000289917,28.0300006866455,26.068000793457,23.7240009307861,22.3810005187988,20.7360000610352,17.7590007781982
"Norway","NOR",3.42300009727478,3.48399996757507,4.2960000038147,4.67899990081787,4.16200017929077,3.79999995231628,3.34599995613098
"OECD members","OED",7.92613262296746,7.40657013917716,6.83155594315059,6.41827392873693,5.88688285722558,5.44359048573321,5.35623218465824
"Oman","OMN",4.35799980163574,3.8970000743866,3.63199996948242,3.26999998092651,3.02300000190735,2.86400008201599,2.6710000038147
"Other small states","OSS",10.3382063295361,10.0776121106955,9.99823302145375,9.9779955630125,9.56061040337523,9.16758838130518,9.15997950251
"Pacific island small states","PSS",3.33915065063609,3.27279389451817,3.22211342026556,3.16745084911872,3.08833732621909,3.01339653993249,2.97033222435131
"Pakistan","PAK",2.9539999961853,1.82700002193451,3.56599998474121,3.78900003433228,3.9449999332428,4.08300018310547,4.45300006866455
"Panama","PAN",2.29999995231628,2.72300004959106,3.00200009346008,3.31500005722046,3.90000009536743,3.89400005340576,3.90199995040894
"Papua New Guinea","PNG",2.64199995994568,2.6010000705719,2.57299995422363,2.53900003433228,2.48000001907349,2.42300009727478,2.45900011062622
"Paraguay","PRY",4.38500022888184,5.03399991989136,4.55600023269653,5.25500011444092,4.61499977111816,4.53399991989136,4.80900001525879
"Peru","PER",3.23699998855591,2.96199989318848,3,3.53500008583069,3.46000003814697,3.39000010490417,3.30999994277954
"Philippines","PHL",3.49699997901917,3.59999990463257,3.06800007820129,2.70799994468689,2.55200004577637,2.33800005912781,2.15000009536743
"Poland","POL",10.326000213623,8.98999977111816,7.50099992752075,6.16099977493286,4.88700008392334,3.84500002861023,3.47399997711182
"Portugal","PRT",16.1830005645752,13.8940000534058,12.4440002441406,11.0659999847412,8.86699962615967,6.99300003051758,6.33400011062622
"Post-demographic dividend","PST",7.98015096708857,7.45964369832655,6.86920932265966,6.40431828372543,5.83346643888096,5.28618862986169,4.99967091233052
"Pre-demographic dividend","PRE",5.00123815680445,5.11068056099185,5.08959638865319,5.55598422246115,5.82237724482845,5.72582217969616,5.6934620996701
"Puerto Rico","PRI",14.3000001907349,13.8999996185303,12,11.8000001907349,10.8000001907349,9.19999980926514,8.1870002746582
"Qatar","QAT",0.280000001192093,0.200000002980232,0.170000001788139,0.150000005960464,0.140000000596046,0.109999999403954,0.090999998152256
"Romania","ROU",7.09600019454956,6.80200004577637,6.81199979782104,5.90100002288818,4.92700004577637,4.18699979782104,3.9760000705719
"Russian Federation","RUS",5.45800018310547,5.15999984741211,5.57100009918213,5.55900001525879,5.21199989318848,4.84600019454956,4.58500003814697
"Rwanda","RWA",1.17799997329712,1.1690000295639,1.14300000667572,1.11300003528595,1.06299996376038,1.01699995994568,1.02999997138977
"Samoa","WSM",8.79599952697754,8.72000026702881,8.6560001373291,8.57800006866455,8.44299983978271,8.3120002746582,8.35900020599365
"Sao Tome and Principe","STP",13.6160001754761,13.5319995880127,13.4720001220703,13.3999996185303,13.2729997634888,13.1479997634888,13.3690004348755
"Saudi Arabia","SAU",5.57000017166138,5.71999979019165,5.59000015258789,5.65000009536743,5.8899998664856,6.03999996185303,5.92700004577637
"Senegal","SEN",8.54199981689453,7.61100006103516,6.75699996948242,6.70599985122681,6.61499977111816,6.52699995040894,6.60400009155273
"Serbia","SRB",22.1539993286133,19.2229995727539,17.6599998474121,15.2569999694824,13.4770002365112,12.7329998016357,12.6859998703003
"Sierra Leone","SLE",4.59700012207031,4.67799997329712,4.63700008392334,4.58699989318848,4.5,4.41699981689453,4.42799997329712
"Singapore","SGP",3.85999989509583,3.74000000953674,3.78999996185303,4.07999992370605,4.19999980926514,4.01900005340576,4.10900020599365
"Slovak Republic","SVK",14.2209997177124,13.1840000152588,11.4809999465942,9.67000007629395,8.13099956512451,6.53599977493286,5.56099987030029
"Slovenia","SVN",10.1020002365112,9.66800022125244,8.96199989318848,8,6.56400012969971,5.10799980163574,4.19500017166138
"Small states","SST",10.2071419523871,9.86190729931468,9.76421624605509,9.73393913414261,9.23874702143191,8.71725681803376,8.64577579376638
"Solomon Islands","SLB",0.694000005722046,0.679000020027161,0.669000029563904,0.657999992370605,0.637000024318695,0.617999970912933,0.575999975204468
"Somalia","SOM",11.7749996185303,11.6850004196167,11.6230001449585,11.5459995269775,11.41100025177,11.2799997329712,11.3509998321533
"South Africa","ZAF",24.5690002441406,24.8980007171631,25.1560001373291,26.5510005950928,27.0709991455078,26.9200000762939,28.1809997558594
"South Asia","SAS",5.23424556010717,5.06539821170362,5.20934117883874,5.18339683851718,5.12543454014913,5.05969096083991,5.11142275225937
"South Asia (IDA & IBRD)","TSA",5.23424556010717,5.06539821170362,5.20934117883874,5.18339683851718,5.12543454014913,5.05969096083991,5.11142275225937
"South Sudan","SSD",12.7299995422363,12.6379995346069,12.5749998092651,12.496000289917,12.3590002059937,12.2250003814697,12.2440004348755
"Spain","ESP",26.0939998626709,24.4409999847412,22.056999206543,19.6350002288818,17.2240009307861,15.2550001144409,13.9589996337891
"Sri Lanka","LKA",4.24100017547607,4.19399976730347,4.51900005340576,4.24200010299683,4.17999982833862,4.11899995803833,4.19799995422363
"St. Lucia","LCA",22.2099990844727,23.1240005493164,24.0900001525879,21.2630004882813,21.0690002441406,20.878999710083,20.7059993743896
"St. Vincent and the Grenadines","VCT",19.5069999694824,19.3939990997314,19.3150005340576,19.2169990539551,19.0470008850098,18.878999710083,18.8810005187988
"Sub-Saharan Africa","SSF",5.68348694323067,5.74343140386379,5.75280739986673,6.14186901466455,6.27871422598546,6.15941513642456,6.18680679523679
"Sub-Saharan Africa (excluding high income)","SSA",5.68080096972654,5.7406450152903,5.75017024736204,6.14083387006908,6.2779984855693,6.15868356147524,6.18610962729062
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",5.68348694323067,5.74343140386379,5.75280739986672,6.14186901466455,6.27871422598546,6.15941513642456,6.18680679523679
