"country","countryiso3","SL.UEM.TOTL.ZS_2013","SL.UEM.TOTL.ZS_2014","SL.UEM.TOTL.ZS_2015","SL.UEM.TOTL.ZS_2016","SL.UEM.TOTL.ZS_2017","SL.UEM.TOTL.ZS_2018","SL.UEM.TOTL.ZS_2019"
"Sudan","SDN",17.4990005493164,17.3910007476807,17.3159999847412,17.2229995727539,17.0599994659424,16.8999996185303,16.5349998474121
"Suriname","SUR",6.59999990463257,6.94000005722046,7.21999979019165,7.16900014877319,7.08099985122681,6.99399995803833,7.33400011062622
"Sweden","SWE",8.05200004577637,7.95300006866455,7.43200016021729,6.98999977111816,6.71799993515015,6.34600019454956,6.47599983215332
"Switzerland","CHE",4.74700021743774,4.82600021362305,4.80100011825562,4.91800022125244,4.79699993133545,4.71299982070923,4.58099985122681
"Syrian Arab Republic","SYR",8.65299987792969,8.58100032806396,8.5310001373291,8.4689998626709,8.36200046539307,8.25699996948242,8.36999988555908
"Tajikistan","TJK",11.6660003662109,11.5690002441406,11.5010004043579,11.4180002212524,11.2740001678467,11.1330003738403,11.0170001983643
"Tanzania","TZA",2.9300000667572,2.125,2.1029999256134,2.07699990272522,2.03299999237061,1.99000000953674,1.98000001907349
"Thailand","THA",0.488999992609024,0.575999975204468,0.597000002861023,0.688000023365021,0.829999983310699,0.765999972820282,0.754000008106232
"Timor-Leste","TLS",4.03499984741211,4.23299980163574,4.44899988174438,4.65700006484985,4.56599998474121,4.47900009155273,4.5479998588562
"Togo","TGO",2.12700009346008,2.16100001335144,2.2039999961853,2.17499995231628,2.12599992752075,2.0789999961853,2.03800010681152
"Tonga","TON",1.16199994087219,1.14100003242493,1.12699997425079,1.11000001430511,1.08000004291534,1.05200004577637,1.11699998378754
"Trinidad and Tobago","TTO",2.46000003814697,2.22399997711182,2.21099996566772,2.97199988365173,2.70600008964539,2.5,2.68600010871887
"Tunisia","TUN",15.9340000152588,15.0579996109009,15.2180004119873,15.5139999389648,15.378999710083,15.4589996337891,16.0219993591309
"Turkey","TUR",8.73200035095215,9.88000011444092,10.2360000610352,10.83899974823,10.8190002441406,10.8900003433228,13.4899997711182
"Turkmenistan","TKM",4.02400016784668,3.98300004005432,3.9539999961853,3.92000007629395,3.85899996757507,3.79999995231628,3.91300010681152
"Uganda","UGA",1.9099999666214,1.87999999523163,1.85899996757507,1.83299994468689,1.78999996185303,1.74899995326996,1.84300005435944
"Ukraine","UKR",7.17000007629395,9.27000045776367,9.14000034332275,9.35000038146973,9.51000022888184,8.79899978637695,8.88199996948242
"United Arab Emirates","ARE",2.57599997520447,2.21199989318848,1.9099999666214,1.6360000371933,2.46300005912781,2.22900009155273,2.34800004959106
"United Kingdom","GBR",7.52500009536743,6.1100001335144,5.30100011825562,4.81300020217896,4.33500003814697,3.99600005149841,3.8510000705719
"United States","USA",7.375,6.16800022125244,5.28000020980835,4.86899995803833,4.35500001907349,3.89599990844727,3.68199992179871
"Upper middle income","UMC",5.5109297730117,5.47800163525771,5.69536062835581,5.92489027347146,5.92672876116848,5.81179200643666,5.94048844384005
"Uruguay","URY",6.44399976730347,6.54699993133545,7.48799991607666,7.84100008010864,7.8899998664856,8.33600044250488,8.73099994659424
"Uzbekistan","UZB",4.8600001335144,5.09000015258789,5.15000009536743,5.15999984741211,5.82999992370605,5.73600006103516,5.91699981689453
"Vanuatu","VUT",4.65700006484985,4.60400009155273,4.56699991226196,4.52199983596802,4.44299983978271,4.36800003051758,4.38500022888184
"Venezuela, RB","VEN",7.53999996185303,7.48099994659424,7.44000005722046,7.3899998664856,7.30200004577637,7.21700000762939,8.80099964141846
"Vietnam","VNM",1.97699999809265,1.87300002574921,2.125,2.08299994468689,2.05299997329712,1.99300003051758,2.01300001144409
"Virgin Islands (U.S.)","VIR",10.2709999084473,9.91399955749512,9.52700042724609,9.16499996185303,8.74600028991699,8.39799976348877,8.66199970245361
"West Bank and Gaza","PSE",19.8939990997314,20.5259990692139,23.0049991607666,23.9389991760254,25.6770000457764,26.2560005187988,26.1690006256104
"World","WLD",5.7734026056413,5.63313564579691,5.63774321521951,5.66997321633792,5.57000745604039,5.39220596924458,5.39506305206711
"Yemen, Rep.","YEM",13.423999786377,13.4670000076294,13.3950004577637,13.3070001602173,13.1520004272461,13.0019998550415,12.9099998474121
"Zambia","ZMB",8.61800003051758,9.34000015258789,10.1049995422363,10.8819999694824,11.6260004043579,11.5,11.4250001907349
"Zimbabwe","ZWE",5.39900016784668,5.34200000762939,5.30200004577637,5.25299978256226,5.16800022125244,5.08699989318848,4.9539999961853
