"country","countryiso3","SL.EMP.VULN.MA.ZS_2013","SL.EMP.VULN.MA.ZS_2014","SL.EMP.VULN.MA.ZS_2015","SL.EMP.VULN.MA.ZS_2016","SL.EMP.VULN.MA.ZS_2017","SL.EMP.VULN.MA.ZS_2018","SL.EMP.VULN.MA.ZS_2019"
"Small states","SST",25.7185486998641,25.6685161678068,25.47413769553,25.3706104968766,25.4136950096864,25.4537588128417,25.407913033741
"Solomon Islands","SLB",58.2599992752075,58.0720005035401,57.8979988098145,57.6839981079102,57.460000038147,57.2349996566772,57.0160007476806
"Somalia","SOM",85.673999786377,85.5859985351562,85.4960021972656,85.4119987487793,85.3319969177246,85.2440032958985,85.1710014343262
"South Africa","ZAF",8.87100040912628,8.44700038433075,9.1330001950264,9.49799969792366,9.6889998614788,10.3880003392697,10.3479999303817
"South Asia","SAS",72.3884668703494,71.8609562588135,71.1963147413386,70.6336195158663,69.6323894767366,68.7984664173692,68.5319220541929
"South Asia (IDA & IBRD)","TSA",72.3884668703495,71.8609562588135,71.1963147413386,70.6336195158663,69.6323894767366,68.7984664173692,68.5319220541929
"South Sudan","SSD",76.9960021972656,77.1269989013672,77.9829998016357,78.9139976501465,79.3409976959228,79.515998840332,79.1629981994629
"Spain","ESP",15.3380002975464,15.0709996819496,14.6230001747608,14.1839995682239,13.5269999206066,13.1600003540515,13.1159999668598
"Sri Lanka","LKA",39.1839997768402,39.0259995460511,39.0989999771118,37.423999786377,37.1390011310578,37.0249993801117,36.9210007190704
"St. Lucia","LCA",32.5759996175766,32.4790005087852,32.5490007996559,32.3460002541542,32.296999335289,32.4360006451606,32.4040007591247
"St. Vincent and the Grenadines","VCT",21.8690009117126,21.9810000658035,21.929999947548,21.9240001440048,21.939000248909,21.8390002250671,21.8050005435944
"Sub-Saharan Africa","SSF",68.3197089234264,67.9383689972987,67.6857937156483,67.5471210072811,67.444798881938,67.3971561067008,67.3435706041107
"Sub-Saharan Africa (excluding high income)","SSA",68.412909084124,68.0318338422179,67.7745289881017,67.6358468772108,67.5307832546779,67.480348272421,67.4244181651464
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",68.3197089234264,67.9383689972987,67.6857937156483,67.5471210072811,67.444798881938,67.3971561067008,67.3435706041107
"Sudan","SDN",45.9330005645751,45.6659984588623,45.2790012359619,44.951000213623,44.6709995269775,44.9290018081665,45.234001159668
"Suriname","SUR",14.0150001049042,13.7240000963211,13.5280004739761,13.5899995565414,13.5060000419617,13.4760003089904,13.4510003328323
"Sweden","SWE",8.83200006186962,8.69400046765805,8.64300002157688,8.11300006508827,8.05099985003471,7.87699991464615,7.87800021469593
"Switzerland","CHE",8.96800017356873,8.95200026035309,8.44399988651276,8.63599979877471,8.66600024700164,8.58499979972839,8.53799986839294
"Syrian Arab Republic","SYR",35.5179991722107,35.5189983844757,35.5039994716644,35.4700016975403,35.4409999847413,35.3950004577637,35.3019995689392
"Tajikistan","TJK",40.7960014343262,40.4930000305175,40.1820011138916,39.8769989013672,39.6149997711182,39.3409996032715,39.0300006866455
"Tanzania","TZA",79.8819999694824,79.0989990234375,78.8500003814697,78.579999923706,78.3049983978271,78.0379981994629,77.8269996643066
"Thailand","THA",51.1229982376099,48.0360012054444,47.1119985580444,46.6689996719361,46.7650003433228,47.5810012817382,47.351001739502
"Timor-Leste","TLS",59.9519996643067,61.7350006103515,58.9529991149902,57.8880004882812,58.7199993133545,58.5799980163575,58.3719978332519
"Togo","TGO",75.9219989776612,74.9630012512207,74.7319984436035,74.4990005493164,74.2919998168946,74.0520000457764,73.8449993133545
"Tonga","TON",50.5650005340576,50.2759990692139,49.8610000610352,49.541000366211,49.2790002822876,49.2690019607544,49.0900001525879
"Trinidad and Tobago","TTO",19.4230004698038,20.0970001965762,20.3929996788501,22.074999883771,21.9469999074936,21.8649991750717,21.9240002930164
"Tunisia","TUN",22.4770004749298,22.3649995326995,22.2529997825622,22.1099998950958,21.9879999160767,21.8590006828309,21.7740004062653
"Turkey","TUR",26.6269998550415,25.5610003471375,24.7329993247986,24.6919999122619,25.0250005722046,24.8819990158081,24.6830005645752
"Turkmenistan","TKM",26.3349993228912,26.2030000686646,26.0810003280639,25.9359998703003,25.7899994850159,25.6509993076324,25.5109996795654
"Uganda","UGA",69.3819999694824,69.1789999008179,68.9690008163452,68.791000366211,68.6359987258911,68.4180011749267,68.2360000610351
"Ukraine","UKR",17.2819992303849,15.8589997887612,16.1439996659755,16.145999521017,16.6379996836185,16.7039996385575,16.7279992252589
"United Arab Emirates","ARE",0.584999996237457,0.49899999704212,0.424999991431833,0.362999994307757,0.650000005960464,0.672999992966652,0.663999989628791
"United Kingdom","GBR",15.3980003297329,15.8759996294976,15.5810002982617,16.1039996147156,15.9730001091957,16.0159996151924,15.9700001478195
"United States","USA",4.32399986684323,4.28099998831749,4.35500023141503,4.35499987006187,4.16099999845028,4.27499983087182,4.2419997677207
"Upper middle income","UMC",39.4180916920369,38.8197342530207,38.2409281923226,38.0133868319156,37.6740741208199,37.4001298450041,37.2561208201112
"Uruguay","URY",23.369000017643,23.431000649929,24.5289998054504,25.2640002071857,25.8869997262955,26.5150004327297,26.4050000607968
"Uzbekistan","UZB",41.6219992637634,41.3899989128113,41.1640005111694,40.9350008964539,40.7119998931885,40.5039992332459,40.2890005111695
"Vanuatu","VUT",67.6619987487793,67.6330003738403,67.7700004577637,67.6600017547607,67.4840021133423,67.3610010147095,67.2290000915527
"Venezuela, RB","VEN",31.8749999403954,32.4249999523162,33.029000043869,34.0230015516281,34.6919989585877,35.3489997386932,35.9389994144439
"Vietnam","VNM",56.6959991455078,56.6990013122558,52.100001335144,49.9540004730225,49.532000541687,48.8109998703003,48.1109991073608
"Virgin Islands (U.S.)","VIR",9.14000005275011,9.05399961024523,9.04199992865324,9.01900002360344,9.12700011581183,9.07699977606535,9.02900010347366
"West Bank and Gaza","PSE",24.143000125885,23.8079991340637,23.8340001106263,23.5510008335113,22.8340005874634,23.3819997310638,23.2720007896424
"World","WLD",46.0367113418533,45.646336834144,45.1595030352968,44.8131894258665,44.4490345260185,44.1253463636761,44.0796295876165
"Yemen, Rep.","YEM",40.1949987411499,40.7469997406006,42.0529985427857,42.8659982681274,43.4569988250733,43.8499994277954,44.0660009384155
"Zambia","ZMB",70.1779994964599,69.9340019226075,69.7710018157959,69.5659999847413,69.3799991607666,69.1620025634765,69.068000793457
"Zimbabwe","ZWE",55.6770000457763,55.4800004959106,55.2899990081788,55.14000082016,54.8570003509521,54.5289988517761,54.6359996795654
