"country","countryiso3","NE.IMP.GNFS.ZS_2013","NE.IMP.GNFS.ZS_2014","NE.IMP.GNFS.ZS_2015","NE.IMP.GNFS.ZS_2016","NE.IMP.GNFS.ZS_2017","NE.IMP.GNFS.ZS_2018","NE.IMP.GNFS.ZS_2019"
"Sierra Leone","SLE",58.8260439389188,52.4257558800672,47.4400672719999,54.5019093119078,48.0339464617707,39.2285313088917,NA
"Singapore","SGP",171.963983710876,168.513783378732,151.08679044058,138.855867385765,145.307195340781,149.255654404333,145.631114824683
"Sint Maarten (Dutch part)","SXM",116.100491534681,123.224375561071,106.412069778406,105.575820739969,101.482338678569,NA,NA
"Slovak Republic","SVK",88.0119688232825,86.7003263329704,88.9479636939641,90.7783157650486,92.9605858547623,94.2026065312859,92.1071817232696
"Slovenia","SVN",69.5398802348671,69.3980070091394,69.1471779420131,69.4242812606203,73.9660327409365,76.0411637437639,75.2992063375892
"Small states","SST",51.8218811458219,50.9039242399607,51.7182041946258,52.1654105677445,50.5088154414684,49.7617260197433,48.8708508941968
"Solomon Islands","SLB",62.684370860932,61.2107762372947,53.3190481644513,NA,NA,NA,NA
"Somalia","SOM",NA,NA,NA,NA,NA,NA,NA
"South Africa","ZAF",33.270418695468,32.9658559048795,31.4641851470314,30.057260051479,28.3462255610144,29.5632511055317,29.3506967823651
"South Asia","SAS",27.8237957097455,25.6089455112705,22.3296152119769,21.0276402126113,21.9640257747474,23.7633513581585,21.821078616882
"South Asia (IDA & IBRD)","TSA",27.8237957097455,25.6089455112705,22.3296152119768,21.0276402126113,21.9640257747474,23.7633513581585,21.821078616882
"South Sudan","SSD",41.0704887322407,26.2429005140531,28.8999999040295,NA,NA,NA,NA
"Spain","ESP",29.033721828239,30.3830421311466,30.586122736848,29.8925339366516,31.5991868337295,32.4030334563585,32.0468212868707
"Sri Lanka","LKA",28.9373940401479,29.162120411209,28.5456934017751,28.4621029250889,29.0553049222384,30.3094829268633,29.2468363305034
