"country","countryiso3","estimate_control_of_corru.364_2013","estimate_control_of_corru.364_2014","estimate_control_of_corru.364_2015","estimate_control_of_corru.364_2016","estimate_control_of_corru.364_2017","estimate_control_of_corru.364_2018","stderr_control_of_corrupt.366_2013","stderr_control_of_corrupt.366_2014","stderr_control_of_corrupt.366_2015","stderr_control_of_corrupt.366_2016","stderr_control_of_corrupt.366_2017","stderr_control_of_corrupt.366_2018","rank_control_of_corruptio.367_2013","rank_control_of_corruptio.367_2014","rank_control_of_corruptio.367_2015","rank_control_of_corruptio.367_2016","rank_control_of_corruptio.367_2017","rank_control_of_corruptio.367_2018","lower_control_of_corrupti.368_2013","lower_control_of_corrupti.368_2014","lower_control_of_corrupti.368_2015","lower_control_of_corrupti.368_2016","lower_control_of_corrupti.368_2017","lower_control_of_corrupti.368_2018","upper_control_of_corrupti.369_2013","upper_control_of_corrupti.369_2014","upper_control_of_corrupti.369_2015","upper_control_of_corrupti.369_2016","upper_control_of_corrupti.369_2017","upper_control_of_corrupti.369_2018","estimate_rule_of_law.370_2013","estimate_rule_of_law.370_2014","estimate_rule_of_law.370_2015","estimate_rule_of_law.370_2016","estimate_rule_of_law.370_2017","estimate_rule_of_law.370_2018","stderr_rule_of_law.372_2013","stderr_rule_of_law.372_2014","stderr_rule_of_law.372_2015","stderr_rule_of_law.372_2016","stderr_rule_of_law.372_2017","stderr_rule_of_law.372_2018","rank_rule_of_law.373_2013","rank_rule_of_law.373_2014","rank_rule_of_law.373_2015","rank_rule_of_law.373_2016","rank_rule_of_law.373_2017","rank_rule_of_law.373_2018","lower_rule_of_law.374_2013","lower_rule_of_law.374_2014","lower_rule_of_law.374_2015","lower_rule_of_law.374_2016","lower_rule_of_law.374_2017","lower_rule_of_law.374_2018","upper_rule_of_law.375_2013","upper_rule_of_law.375_2014","upper_rule_of_law.375_2015","upper_rule_of_law.375_2016","upper_rule_of_law.375_2017","upper_rule_of_law.375_2018","estimate_political_stabil.376_2013","estimate_political_stabil.376_2014","estimate_political_stabil.376_2015","estimate_political_stabil.376_2016","estimate_political_stabil.376_2017","estimate_political_stabil.376_2018","stderr_political_stabilit.378_2013","stderr_political_stabilit.378_2014","stderr_political_stabilit.378_2015","stderr_political_stabilit.378_2016","stderr_political_stabilit.378_2017","stderr_political_stabilit.378_2018","rank_political_stability_.379_2013","rank_political_stability_.379_2014","rank_political_stability_.379_2015","rank_political_stability_.379_2016","rank_political_stability_.379_2017","rank_political_stability_.379_2018","lower_political_stability.380_2013","lower_political_stability.380_2014","lower_political_stability.380_2015","lower_political_stability.380_2016","lower_political_stability.380_2017","lower_political_stability.380_2018","upper_political_stability.381_2013","upper_political_stability.381_2014","upper_political_stability.381_2015","upper_political_stability.381_2016","upper_political_stability.381_2017","upper_political_stability.381_2018","estimate_voice_and_accoun.382_2013","estimate_voice_and_accoun.382_2014","estimate_voice_and_accoun.382_2015","estimate_voice_and_accoun.382_2016","estimate_voice_and_accoun.382_2017","estimate_voice_and_accoun.382_2018","stderr_voice_and_accounta.384_2013","stderr_voice_and_accounta.384_2014","stderr_voice_and_accounta.384_2015","stderr_voice_and_accounta.384_2016","stderr_voice_and_accounta.384_2017","stderr_voice_and_accounta.384_2018","rank_voice_and_accountabi.385_2013","rank_voice_and_accountabi.385_2014","rank_voice_and_accountabi.385_2015","rank_voice_and_accountabi.385_2016","rank_voice_and_accountabi.385_2017","rank_voice_and_accountabi.385_2018","lower_voice_and_accountab.386_2013","lower_voice_and_accountab.386_2014","lower_voice_and_accountab.386_2015","lower_voice_and_accountab.386_2016","lower_voice_and_accountab.386_2017","lower_voice_and_accountab.386_2018","upper_voice_and_accountab.387_2013","upper_voice_and_accountab.387_2014","upper_voice_and_accountab.387_2015","upper_voice_and_accountab.387_2016","upper_voice_and_accountab.387_2017","upper_voice_and_accountab.387_2018","estimate_government_effec.388_2013","estimate_government_effec.388_2014","estimate_government_effec.388_2015","estimate_government_effec.388_2016","estimate_government_effec.388_2017","estimate_government_effec.388_2018","stderr_government_effecti.390_2013","stderr_government_effecti.390_2014","stderr_government_effecti.390_2015","stderr_government_effecti.390_2016","stderr_government_effecti.390_2017","stderr_government_effecti.390_2018","rank_government_effective.391_2013","rank_government_effective.391_2014","rank_government_effective.391_2015","rank_government_effective.391_2016","rank_government_effective.391_2017","rank_government_effective.391_2018","lower_government_effectiv.392_2013","lower_government_effectiv.392_2014","lower_government_effectiv.392_2015","lower_government_effectiv.392_2016","lower_government_effectiv.392_2017","lower_government_effectiv.392_2018","upper_government_effectiv.393_2013","upper_government_effectiv.393_2014","upper_government_effectiv.393_2015","upper_government_effectiv.393_2016","upper_government_effectiv.393_2017","upper_government_effectiv.393_2018","estimate_regulatory_quali.394_2013","estimate_regulatory_quali.394_2014","estimate_regulatory_quali.394_2015","estimate_regulatory_quali.394_2016","estimate_regulatory_quali.394_2017","estimate_regulatory_quali.394_2018","stderr_regulatory_quality.396_2013","stderr_regulatory_quality.396_2014","stderr_regulatory_quality.396_2015","stderr_regulatory_quality.396_2016","stderr_regulatory_quality.396_2017","stderr_regulatory_quality.396_2018","rank_regulatory_quality.397_2013","rank_regulatory_quality.397_2014","rank_regulatory_quality.397_2015","rank_regulatory_quality.397_2016","rank_regulatory_quality.397_2017","rank_regulatory_quality.397_2018","lower_regulatory_quality.398_2013","lower_regulatory_quality.398_2014","lower_regulatory_quality.398_2015","lower_regulatory_quality.398_2016","lower_regulatory_quality.398_2017","lower_regulatory_quality.398_2018","upper_regulatory_quality.399_2013","upper_regulatory_quality.399_2014","upper_regulatory_quality.399_2015","upper_regulatory_quality.399_2016","upper_regulatory_quality.399_2017","upper_regulatory_quality.399_2018"
"Chad","TCD",-1.351272,-1.31569,-1.363967,-1.487879,-1.432357,-1.410393,0.175266,0.1726527,0.1676349,0.1714144,0.1670949,0.1604078,4.265403,6.25,5.288462,4.807693,5.288462,6.730769,0,0.4807692,0.4807692,0,0.9615384,0.4807692,12.32228,13.94231,12.01923,10.09615,12.01923,11.05769,-1.382488,-1.138649,-1.183278,-1.37793,-1.295343,-1.305276,0.1381336,0.1462299,0.1477135,0.1647079,0.1547913,0.1496957,5.633803,9.615385,8.653846,7.692307,8.653846,7.211538,0.9389671,4.807693,4.326923,2.884615,5.288462,5.288462,11.73709,17.30769,16.34615,11.05769,14.42308,12.98077,-1.089472,-1.568883,-0.9745526,-1.302365,-1.28733,-1.478995,0.2423417,0.2072911,0.215962,0.2213775,0.2305025,0.2293836,15.63981,8.095238,16.19048,10.47619,9.523809,8.095238,7.582938,6.190476,9.047619,7.142857,7.619048,5.238095,23.22275,9.047619,23.80952,15.2381,16.19048,12.85714,-1.374709,-1.331053,-1.335183,-1.35586,-1.372231,-1.45447,0.1213102,0.1313545,0.1305666,0.128203,0.129267,0.1356451,10.32864,10.83744,11.33005,11.82266,11.82266,8.374384,5.164319,5.91133,6.896552,5.91133,5.91133,4.926108,15.02347,16.74877,18.2266,16.25616,15.27094,13.30049,-1.388831,-1.495927,-1.461036,-1.511895,-1.469803,-1.528847,0.1789158,0.1897836,0.1858526,0.1810597,0.1867144,0.1893241,7.109005,6.25,6.730769,6.25,6.25,6.730769,0.4739336,1.442308,1.442308,2.403846,1.442308,1.923077,13.74408,12.01923,12.01923,9.615385,11.53846,9.615385,-0.9917988,-1.158972,-1.210751,-1.180022,-1.210235,-1.112313,0.1799656,0.1857439,0.1795399,0.1851882,0.1827726,0.1831593,17.06161,10.57692,9.134615,9.615385,9.134615,11.53846,8.530806,4.326923,4.326923,4.807693,4.326923,6.25,26.06635,21.15385,16.82692,18.26923,15.86539,19.23077
"Togo","TGO",-1.026878,-0.8932849,-0.7238495,-0.6773949,-0.7109718,-0.7275374,0.1573067,0.1528655,0.149381,0.1523387,0.138321,0.1424652,15.16588,18.26923,25.48077,28.36539,25.96154,25.48077,6.161138,11.05769,14.90385,15.38461,15.38461,15.38461,22.74882,29.80769,38.46154,39.42308,38.94231,36.53846,-0.9734945,-0.8572161,-0.7994739,-0.6335543,-0.7154902,-0.5908715,0.1387716,0.1484597,0.149032,0.1659666,0.1560111,0.1514907,16.90141,20.19231,23.07692,30.28846,24.51923,29.80769,10.79812,11.53846,13.46154,17.30769,15.38461,18.75,27.69953,31.73077,32.69231,38.94231,33.17308,40.86538,-0.3537108,-0.1671269,-0.2313481,-0.1723536,-0.8819118,-0.9817027,0.2382643,0.2055897,0.2105385,0.2161667,0.2245828,0.225094,36.01896,38.57143,38.09524,39.04762,17.14286,14.28571,21.80095,28.57143,25.71428,25.23809,10.95238,8.571428,46.91943,52.38095,51.90476,52.38095,27.61905,23.80952,-0.9044718,-0.7664886,-0.7007869,-0.5458997,-0.6239609,-0.7431359,0.1185423,0.1289488,0.1279179,0.1254994,0.1261282,0.1316689,23.47418,26.10837,27.58621,31.52709,29.06404,27.0936,15.96244,21.18227,22.6601,25.61576,23.64532,21.67488,26.76056,30.54187,30.54187,34.48276,33.99015,31.03448,-1.294959,-1.249514,-1.193058,-1.068534,-1.124991,-1.057791,0.1792334,0.1904852,0.1825931,0.1784806,0.1863622,0.1907385,8.530806,9.615385,11.05769,12.98077,12.5,12.98077,1.895735,3.846154,5.769231,7.692307,7.211538,8.173077,14.69194,16.34615,18.75,21.15385,19.71154,21.63461,-0.9222642,-0.8202626,-0.8177804,-0.7933024,-0.7898968,-0.6506074,0.1783987,0.1822016,0.1770902,0.1810222,0.1777362,0.1780088,20.37915,22.59615,23.07692,22.59615,21.63461,26.92308,9.952606,10.57692,12.5,12.01923,11.53846,14.90385,29.85782,32.21154,31.25,32.21154,32.21154,37.01923
"Thailand","THA",-0.3435557,-0.4502737,-0.4934002,-0.3889846,-0.3858818,-0.3988041,0.1268895,0.1236413,0.1232259,0.1288993,0.1209852,0.1293461,45.97157,38.94231,37.01923,42.30769,42.78846,40.86538,35.07109,29.80769,26.92308,32.21154,30.76923,29.32692,54.02843,50,47.59615,50.48077,49.51923,49.03846,-0.1205349,-0.1913677,-0.1477084,-0.0048757,0.0437065,0.0232979,0.1343342,0.1452256,0.143067,0.1575645,0.1507578,0.1450289,51.64319,48.55769,50.96154,54.32692,54.80769,54.80769,45.07042,37.5,41.34615,44.71154,47.59615,47.11538,56.33803,59.61538,58.65385,59.61538,61.53846,61.53846,-1.311683,-0.9063863,-0.9944293,-0.9885814,-0.7527443,-0.733099,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271,9.952606,16.19048,14.7619,14.28571,18.57143,19.52381,6.635071,9.047619,9.047619,10,11.90476,12.85714,18.00948,25.23809,22.38095,22.85714,30.47619,30.95238,-0.4299258,-0.8747826,-0.969105,-1.025114,-1.04712,-1.005582,0.1104707,0.1275675,0.1297069,0.1254784,0.1263107,0.1309706,34.2723,23.15271,22.16749,21.67488,21.18227,20.19704,28.16901,19.21182,14.77833,13.30049,12.80788,13.7931,41.31455,28.07882,25.61576,23.64532,23.64532,25.61576,0.248,0.3379512,0.35013,0.342031,0.3849669,0.3499596,0.1901324,0.1950526,0.1965686,0.1891187,0.2002508,0.1982992,62.08531,65.38461,65.86539,66.34615,66.82692,66.82692,52.60664,55.76923,54.32692,54.32692,54.80769,54.32692,69.19431,72.59615,73.07692,73.07692,74.03846,75,0.2265044,0.2732638,0.2920193,0.1680702,0.1407958,0.1116317,0.1749033,0.1804529,0.1737436,0.1785568,0.1778764,0.180271,58.29384,61.53846,63.46154,60.09615,59.61538,59.61538,52.1327,52.40385,53.84615,49.51923,47.59615,46.15385,67.77251,70.67308,71.63461,68.26923,68.75,66.34615
"Tajikistan","TJK",-1.2844,-1.127138,-1.125708,-1.146538,-1.331051,-1.415102,0.1688904,0.1685994,0.1627149,0.1619252,0.1633985,0.1624154,7.109005,12.5,11.53846,12.01923,7.692307,6.25,0.4739336,3.846154,3.846154,5.769231,0.9615384,0.4807692,15.63981,20.19231,19.23077,16.82692,12.5,11.05769,-1.252618,-1.011011,-1.055542,-1.148006,-1.354303,-1.282616,0.140764,0.1430952,0.1458235,0.1649846,0.158445,0.1524956,9.389671,13.94231,13.46154,10.57692,8.173077,7.692307,3.286385,7.211538,6.25,7.211538,4.326923,5.288462,15.02347,23.55769,21.15385,17.78846,12.01923,15.38461,-1.182374,-0.6933408,-0.8826423,-0.7777599,-0.6734431,-0.7243188,0.2613027,0.2123994,0.2215961,0.2213775,0.2342936,0.2339885,13.27014,23.33333,18.09524,20,23.33333,20,7.582938,12.38095,9.047619,11.42857,13.33333,12.85714,21.80095,30.95238,26.66667,30.47619,33.80952,32.85714,-1.504127,-1.495486,-1.569086,-1.691764,-1.722815,-1.689398,0.1330813,0.1419612,0.1417063,0.1320409,0.134323,0.138546,6.103286,6.896552,5.91133,5.91133,4.926108,4.926108,3.755868,4.433497,3.448276,2.463054,1.970443,1.970443,12.67606,13.30049,10.83744,7.881773,7.881773,7.881773,-1.058447,-0.7826094,-0.8482506,-1.026858,-1.114859,-1.097704,0.2319001,0.2241333,0.2277695,0.2081425,0.2282782,0.2380511,14.69194,22.11539,19.71154,13.94231,12.98077,12.01923,5.687204,12.5,10.09615,7.692307,5.769231,6.730769,28.43602,39.42308,36.53846,25,21.63461,22.59615,-1.055816,-1.016256,-1.02426,-1.093137,-1.060234,-1.048576,0.1754743,0.188784,0.1846816,0.1912717,0.2042429,0.2079773,15.16588,14.90385,13.94231,12.01923,12.01923,12.5,7.582938,7.211538,6.25,5.769231,5.769231,6.25,24.17062,27.40385,26.44231,23.07692,25,24.03846
"Turkmenistan","TKM",-1.408111,-1.314361,-1.346634,-1.518626,-1.482324,-1.357742,0.1669321,0.1740923,0.1675338,0.1740624,0.1684448,0.1881381,2.843602,6.730769,5.769231,4.326923,4.326923,8.173077,0,0.4807692,0.4807692,0,0,0.4807692,10.90047,13.94231,12.98077,10.09615,10.09615,12.98077,-1.386667,-1.364572,-1.417836,-1.489825,-1.48798,-1.452363,0.1374182,0.1447836,0.1464936,0.1722514,0.1605239,0.1640527,5.164319,5.288462,5.288462,6.25,6.25,6.25,0.9389671,1.923077,1.442308,2.403846,2.403846,3.365385,11.73709,10.09615,9.134615,9.134615,9.134615,9.134615,0.2490955,0.074206,-0.0877989,-0.1896925,-0.1259163,-0.0068957,0.2501242,0.2133969,0.2202124,0.2254117,0.2342936,0.2339885,55.92417,49.04762,42.85714,38.57143,40,45.23809,40.75829,36.19048,29.52381,24.76191,27.61905,30.95238,66.82465,59.52381,56.66667,52.38095,54.76191,58.09524,-2.216408,-2.259159,-2.237535,-2.170887,-2.159002,-2.143717,0.1309031,0.1397355,0.1396925,0.1339354,0.1363717,0.1419189,0.4694836,0,0,0.9852217,0.9852217,0.9852217,0,0,0,0,0,0,1.408451,1.477833,0.9852217,1.970443,1.970443,1.970443,-1.281882,-0.8422028,-0.8504757,-1.126611,-1.21182,-1.044102,0.2350686,0.2558478,0.2498479,0.2546062,0.265555,0.2979874,9.00474,18.75,19.23077,11.53846,10.09615,14.42308,0.9478673,9.134615,8.653846,5.288462,4.326923,6.25,20.37915,38.46154,38.46154,23.55769,20.19231,33.17308,-2.090626,-2.058527,-2.073841,-2.090988,-2.000809,-1.998719,0.188894,0.1970343,0.1927363,0.1997883,0.2135108,0.2497173,1.421801,1.923077,1.923077,1.923077,1.923077,2.884615,0,0,0,0,0,0,2.369668,2.884615,2.403846,2.884615,3.365385,3.846154
"Timor-Leste","TLS",-0.6838787,-0.5264052,-0.5216289,-0.510681,-0.5402249,-0.4735851,0.2039417,0.2097231,0.2195011,0.2247717,0.2255475,0.2041037,28.90995,35.57692,36.53846,34.61538,35.09615,38.46154,15.16588,20.19231,19.23077,16.82692,16.34615,22.59615,45.0237,52.40385,52.88462,52.88462,50.48077,51.44231,-1.208458,-1.121553,-1.121527,-1.158142,-1.167654,-1.127902,0.1556815,0.1720436,0.1786958,0.2072872,0.1951097,0.1798081,10.79812,10.57692,11.05769,10.09615,10.09615,10.09615,3.286385,4.807693,5.769231,5.769231,6.25,6.25,17.37089,20.67308,20.67308,19.23077,20.19231,18.75,-0.3846802,-0.1796949,-0.2718863,-0.0105038,0.0714613,0.298182,0.2524667,0.2123994,0.2261951,0.2302891,0.2397686,0.239692,35.54502,38.09524,36.19048,46.19048,49.04762,56.66667,20.37915,28.09524,22.85714,31.42857,32.85714,42.38095,46.91943,52.38095,50.95238,58.57143,62.85714,69.04762,0.0911216,0.1487806,0.1861515,0.2195098,0.3412877,0.3397629,0.1323585,0.1661686,0.1654263,0.1614459,0.164308,0.1490231,52.58216,50.73891,54.18719,54.18719,57.63547,59.60591,43.19249,43.84237,43.84237,44.82759,48.27586,50.73891,57.277,60.09852,61.57635,63.05419,68.47291,68.47291,-1.231252,-1.180595,-1.045532,-1.014302,-0.9972163,-0.9826074,0.226593,0.2355603,0.2590019,0.2536574,0.2885296,0.2648508,9.952606,12.5,13.46154,14.42308,16.34615,15.86539,1.421801,3.846154,6.25,7.211538,5.769231,8.173077,21.32701,21.15385,29.80769,30.76923,33.17308,33.17308,-0.9823202,-0.8895317,-0.9656562,-0.9773058,-0.7393349,-0.7858377,0.2069918,0.225533,0.2228085,0.2435744,0.2472783,0.2205652,17.53555,19.23077,15.86539,13.94231,24.03846,21.15385,8.056872,8.173077,6.25,6.25,11.05769,9.615385,27.96209,32.21154,29.32692,28.84615,38.46154,35.09615
"Tonga","TON",-0.2826757,-0.3144994,-0.4673948,-0.4451802,-0.1609317,-0.0708953,0.3000591,0.3335062,0.2971961,0.2961772,0.2891717,0.2556852,47.39336,47.11538,38.94231,38.46154,51.44231,55.28846,22.27488,20.19231,14.90385,15.38461,29.32692,37.01923,63.03318,62.01923,57.69231,59.13462,64.42308,65.38461,-0.0054401,-0.1458873,-0.2008553,0.258535,0.3061279,0.3874137,0.2047636,0.2253446,0.221381,0.3038936,0.2972682,0.3059418,54.46009,51.44231,48.55769,60.09615,62.01923,64.90385,45.07042,34.13462,32.69231,45.19231,48.07692,50.48077,61.50235,64.90385,61.53846,75.96154,76.92308,78.84615,0.9354464,0.8471965,0.8863344,0.917815,0.7901143,0.8794378,0.2972529,0.2380577,0.252858,0.256322,0.2673005,0.2638418,77.25118,76.66666,76.19048,78.57143,73.80952,79.52381,61.61137,60,60.47619,62.38095,60,61.42857,98.10426,93.80952,95.2381,95.71429,92.85714,94.28571,0.4585452,0.663713,0.6616573,0.6426938,0.6022581,0.5628479,0.2236201,0.2491661,0.2333041,0.216204,0.2265514,0.2569508,62.9108,69.45813,70.93596,68.96552,67.98029,66.50246,52.58216,56.65025,56.65025,55.17241,54.18719,51.23153,73.23943,81.7734,82.26601,77.83251,77.3399,78.81773,-0.4044648,-0.0691487,-0.3302171,-0.2820505,-0.2178819,0.1393548,0.288211,0.3405239,0.3051053,0.3000902,0.3060125,0.3345361,42.1801,52.40385,42.78846,42.78846,44.23077,58.65385,20.85308,27.88461,19.71154,21.15385,22.59615,38.94231,56.87204,71.63461,60.09615,61.53846,64.90385,75,-0.6340656,-0.406627,-0.4169923,-0.4052489,-0.3967958,-0.3512902,0.2373964,0.2775016,0.2498326,0.2736427,0.2636874,0.2712011,29.85782,36.53846,37.01923,37.5,37.01923,37.5,15.63981,21.15385,22.11539,19.23077,19.71154,20.19231,45.0237,54.32692,53.84615,53.84615,57.21154,59.13462
"Trinidad and Tobago","TTO",-0.2166158,-0.4135527,-0.3007314,-0.2402743,-0.3645433,-0.317267,0.1776099,0.1707796,0.1523348,0.1534974,0.147687,0.1430892,51.18483,42.78846,47.11538,50,44.23077,44.23077,37.44076,27.88461,33.17308,35.57692,29.80769,33.65385,60.18958,52.88462,55.76923,58.17308,52.88462,54.32692,-0.1684937,-0.0908053,-0.116,-0.1540717,-0.1086318,-0.1205074,0.1549825,0.1674637,0.1595218,0.1794871,0.1831928,0.1568497,49.76526,53.36538,52.88462,50,50.96154,50.48077,41.31455,41.34615,41.82692,34.13462,38.46154,39.90385,56.33803,64.42308,61.05769,58.65385,60.09615,58.17308,0.0936861,0.2478643,0.2861143,0.286352,0.276417,0.2480514,0.2402864,0.2046973,0.2076401,0.2115979,0.2201726,0.2201839,49.76303,55.71429,57.61905,56.66667,55.23809,54.76191,36.49289,42.38095,43.33333,44.28571,40.47619,42.38095,63.03318,65.71429,65.71429,66.66666,67.14286,66.66666,0.4822901,0.4730857,0.4805337,0.5579509,0.5533727,0.5656093,0.1427259,0.1570761,0.1473711,0.1447455,0.146215,0.1347382,63.38028,62.56158,63.05419,66.00985,66.50246,67.48769,56.33803,55.66502,55.17241,56.15763,56.65025,59.60591,69.48357,70.93596,70.93596,71.92118,73.39902,72.9064,0.3621852,0.2720782,0.2324652,0.2277821,0.2594023,0.1902379,0.2119592,0.2195235,0.2225517,0.218401,0.255987,0.223111,63.98104,64.42308,62.98077,62.98077,62.98077,60.57692,55.45024,49.51923,48.55769,49.03846,47.59615,46.63462,72.03792,72.59615,73.07692,73.07692,74.03846,72.59615,0.2733814,0.2305483,0.1544614,0.0867226,0.0251167,-0.0206371,0.2178023,0.2211386,0.200385,0.2070013,0.2375522,0.1899983,59.71564,60.57692,56.73077,56.73077,56.73077,55.28846,48.81517,49.03846,48.07692,44.71154,37.5,39.42308,72.51185,72.11539,68.75,67.78846,66.82692,63.94231
"Tunisia","TUN",-0.0670398,-0.0368847,-0.0688108,-0.1348448,-0.1086418,-0.0534863,0.1335064,0.1315395,0.1336183,0.1354613,0.1292138,0.1273428,56.87204,55.76923,55.76923,53.36538,53.84615,56.25,46.91943,50,47.59615,43.26923,44.71154,45.67308,62.55924,60.57692,61.53846,59.61538,59.13462,60.57692,-0.1892484,-0.1096773,-0.0660858,-0.0031012,0.0615197,0.0393894,0.1283461,0.1383345,0.1395979,0.1526877,0.1518422,0.1387609,49.29578,52.88462,55.28846,54.80769,55.76923,56.25,42.25352,43.26923,45.67308,44.71154,48.07692,48.07692,54.46009,61.53846,61.53846,59.61538,62.01923,61.53846,-0.9025633,-0.8516615,-0.9603872,-1.141327,-1.024532,-0.9018921,0.2280198,0.1963862,0.2029834,0.2077957,0.2159105,0.2157381,18.95735,18.57143,16.66667,11.42857,13.80952,16.19048,10.42654,10,9.047619,8.571428,9.047619,11.42857,27.48815,28.09524,23.33333,18.57143,23.33333,26.66667,-0.0844274,0.192784,0.2414112,0.3034269,0.1614387,0.210815,0.103857,0.1201542,0.1216444,0.119419,0.1197758,0.1242243,45.07042,55.17241,55.66502,56.15763,52.70936,53.69458,39.90611,48.27586,48.76847,49.26109,44.33498,46.30542,52.11267,59.60591,61.57635,63.5468,57.63547,60.59113,-0.0735112,-0.1196455,-0.1202786,-0.2290026,-0.0816317,-0.1052618,0.170496,0.1801673,0.1755285,0.1711018,0.1856181,0.1805988,52.1327,48.07692,49.03846,44.23077,50.48077,48.55769,44.07583,39.42308,39.90385,35.57692,37.01923,38.94231,60.66351,60.57692,60.09615,54.80769,61.53846,60.57692,-0.3316378,-0.3825953,-0.4053105,-0.4700933,-0.4116487,-0.4110191,0.1585471,0.1632062,0.1587758,0.1608084,0.180688,0.1665556,40.75829,39.42308,37.98077,33.17308,36.05769,35.57692,30.80569,28.36539,28.36539,24.03846,25.96154,25,50.23697,49.51923,49.51923,46.63462,50.96154,47.59615
"Turkey","TUR",0.0922462,-0.1479384,-0.1543817,-0.1915608,-0.193241,-0.3353838,0.1325927,0.1294602,0.1301419,0.1333529,0.127283,0.1322976,61.13744,52.88462,53.36538,50.48077,49.51923,43.75,54.02843,44.23077,44.23077,40.38462,42.30769,33.65385,64.92891,58.17308,59.13462,58.17308,57.69231,52.40385,0.0669589,0.0051234,-0.1130232,-0.2086442,-0.25018,-0.3192984,0.1343192,0.1452056,0.1430444,0.1575645,0.1542776,0.1503027,55.86855,57.21154,53.36538,46.63462,45.19231,42.30769,50.70422,47.11538,42.78846,34.13462,32.69231,30.76923,60.09389,64.90385,60.09615,56.25,52.40385,51.44231,-1.249933,-1.086036,-1.493914,-2.009063,-1.788224,-1.328783,0.2257874,0.1922474,0.1981644,0.2049565,0.2146088,0.2148525,10.90047,11.90476,9.047619,4.761905,7.142857,10,7.582938,8.095238,6.666667,2.380952,3.809524,6.666667,19.43128,20.47619,10,7.142857,8.571428,14.28571,-0.2513264,-0.3384197,-0.36772,-0.6089115,-0.7074901,-0.8329394,0.1104707,0.1275675,0.1297069,0.1254784,0.1263561,0.1299241,40.84507,36.4532,35.46798,30.04926,27.58621,25.12315,33.80282,30.54187,28.57143,23.64532,22.6601,19.21182,46.00939,43.84237,41.37931,34.48276,32.0197,30.04926,0.3812184,0.3652422,0.222985,0.0484783,0.0767119,0.0060968,0.1901034,0.1950013,0.1965285,0.1891187,0.2027088,0.20857,64.45498,67.78846,62.01923,54.80769,55.28846,53.84615,57.34597,55.76923,49.03846,43.26923,42.30769,39.42308,70.61611,72.59615,72.59615,67.30769,66.82692,66.34615,0.429084,0.3994922,0.2708806,0.1961425,0.0351406,-0.0474772,0.1637221,0.1694433,0.1648359,0.1684257,0.1764769,0.1778175,64.92891,66.34615,62.5,61.05769,57.21154,52.40385,56.87204,54.80769,53.84615,51.92308,41.82692,38.94231,73.45972,73.07692,69.71154,68.26923,65.38461,61.53846
"Tuvalu","TUV",-0.3964055,-0.0146536,-0.032997,0.0305533,0.0616561,0.0285799,0.3186359,0.3335062,0.3147393,0.3143149,0.311223,0.3084422,43.12796,57.21154,56.73077,58.65385,58.65385,58.65385,19.43128,33.65385,33.17308,36.53846,41.82692,37.98077,62.08531,69.71154,67.78846,69.23077,70.67308,69.23077,0.4851975,0.3736324,0.3570333,0.4658236,0.5649087,0.5298821,0.2485083,0.2926135,0.2880055,0.3227791,0.3210984,0.3165517,65.25822,66.82692,65.38461,67.78846,71.15385,70.67308,56.33803,52.88462,52.88462,51.92308,53.84615,54.32692,76.99531,77.40385,77.40385,80.76923,82.69231,81.25,1.283926,1.299327,1.391288,1.413419,1.241457,1.425432,0.3474274,0.2615655,0.2800709,0.2909331,0.3152729,0.2978511,93.83886,97.14286,97.61905,97.14286,93.33334,97.61905,67.77251,76.66666,80.47619,79.04762,70.95238,81.90476,99.52607,99.52381,99.52381,99.52381,99.52381,99.52381,0.7120426,1.045113,1.068598,1.081738,1.079459,1.146016,0.2385548,0.2684391,0.2528068,0.2340358,0.2474758,0.2962991,69.48357,79.80296,83.25123,83.25123,83.74384,87.68473,57.74648,67.98029,70.44335,70.93596,68.96552,70.44335,84.03756,96.05911,96.05911,96.05911,96.05911,99.50739,-0.6593137,-0.9266859,-0.9635205,-0.9256202,-0.7436759,-0.6936518,0.311004,0.3405239,0.3412778,0.3328823,0.3515713,0.3491045,30.33175,16.82692,15.86539,17.30769,21.63461,23.07692,11.84834,6.25,5.288462,6.730769,9.134615,9.615385,48.34123,40.86538,39.90385,39.42308,47.59615,48.07692,-1.302011,-0.8787953,-0.686199,-0.5901173,-0.7890989,-0.5692701,0.2809741,0.3130687,0.2924474,0.3171823,0.3056154,0.32586,8.530806,20.19231,28.36539,28.84615,22.11539,30.28846,2.369668,5.769231,11.05769,11.05769,8.173077,11.53846,22.74882,39.42308,47.11538,52.88462,41.34615,54.32692
