"","results/res_c19eff.RData","results/res_c19perbeh.RData","results/res_c19proso.RData","results/res_consp.RData","results/res_ecoproso.RData","results/res_ecorca.RData","results/res_isofriends_inperson.RData"
"representative_r2",0.613284553942173,0.581708315127288,0.663349947131762,0.286473636853298,0.683397803730688,0.349557179656279,0.3288653
"representative_mse",0.922033488631563,0.565525593888965,0.555627511746999,3.3079071874511,0.611414433873573,1.29585849417573,3.6449696
"representative_r_actual_pred",0.784735406048322,0.760582421730158,0.811258585711141,0.545531538293992,0.82788686600574,0.598496554358307,0.5757761
