"country","countryiso3","ST.INT.XPND.MP.ZS_2013","ST.INT.XPND.MP.ZS_2014","ST.INT.XPND.MP.ZS_2015","ST.INT.XPND.MP.ZS_2016","ST.INT.XPND.MP.ZS_2017","ST.INT.XPND.MP.ZS_2018"
"Guinea","GIN",2.11370695287307,0.987189819951021,9.29106607835714,0.317231625201623,2.41748703991094,9.93625035529261
"Guinea-Bissau","GNB",10.0719674313731,16.0289733390957,15.6904557062962,15.0911933374851,14.1424171704957,16.2559757349751
"Guyana","GUY",3.40680089750839,3.4724048471807,5.23612017538906,5.33165659289248,4.24011877647375,2.63362399948619
"Haiti","HTI",9.40897824642289,9.99304478536687,11.2002898679417,11.9862152565648,10.3701419527089,10.5625286767651
"Heavily indebted poor countries (HIPC)","HPC",4.13327792024884,4.40968806282702,4.89611637886396,5.03309355706419,4.83172009880599,4.84192142151794
"High income","HIC",5.31528126389381,5.4782144833517,5.72699523527827,6.0099858802159,5.96199453316289,5.84209478431879
"Honduras","HND",5.02300181235344,4.29766132779076,4.39694697126923,4.86515425879634,4.76351503479038,4.37791872007706
"Hong Kong SAR, China","HKG",3.48173749185653,3.54739850218584,3.85157187101355,4.07283270577509,3.95990371867227,3.88507395387148
"Hungary","HUN",2.37227160634137,2.37832241413763,2.46646110303525,2.73846393787341,2.69165462045132,2.57220783092515
"IBRD only","IBD",5.55891585162183,7.02983685966387,7.98766380260654,8.22970993461682,7.82093765722589,7.53049847615862
"Iceland","ISL",11.5542067517222,12.0333261491994,12.8437185339585,14.8253203827406,16.1417845403568,15.9619688394254
"IDA & IBRD total","IBT",5.53078761247244,6.89498167769953,7.83220295770419,8.01665905874897,7.68657026287888,7.47850816980441
"IDA blend","IDB",7.13295786764206,7.04745073229969,8.27861297246368,7.34567580873269,8.98015023759915,11.3080515214977
"IDA only","IDX",3.96977859681776,3.93929137793096,4.53070561483338,4.35216926661419,4.28384933716484,4.15888939958559
"IDA total","IDA",5.14115446150205,5.107888466465,5.87673467466282,5.37282465390556,5.92903044234788,6.71961659462524
"India","IND",2.47747857892658,3.15995119003195,3.59559187581085,4.06429747250986,3.89165109332806,4.0111352655606
"Indonesia","IDN",4.86580597053704,5.08444732073981,5.90384690498763,6.22465661949089,5.98822379714594,5.31866223308219
"Iran, Islamic Rep.","IRN",NA,NA,NA,NA,NA,NA
"Iraq","IRQ",6.77429885656561,8.91047414213918,13.6417691369743,17.3338628469153,16.7023015453705,13.8107461846825
"Ireland","IRL",3.38521936527652,2.58300912496101,2.17654935892416,2.18918577956974,1.99649466417209,2.17136602578505
"Israel","ISR",6.17506419621194,6.89818265509298,8.89246936031324,9.16105491611665,9.23963510382635,9.10212839733564
"Italy","ITA",4.79599575655821,5.09210948491011,6.14865163783772,6.23942239543158,6.37387512532733,6.21296820625092
"Jamaica","JAM",5.21503882651857,6.13232549905539,6.24798829428254,6.61579238411342,6.29637432054172,6.32732336588992
"Japan","JPN",3.37468610353503,2.8851972788041,2.87777012572835,3.36774222104776,3.07610645439463,3.02620828511087
"Jordan","JOR",4.98922049620679,5.00699008985648,5.58298733297338,6.29545307128493,6.52091966724989,6.55918569395459
"Kazakhstan","KAZ",5.9636882123234,6.69807952105281,6.90749440111344,7.15089830497583,6.62881174478192,6.16962987336707
"Kenya","KEN",1.27348091679061,1.01584535227541,1.22749842528187,0.898083713559913,1.37274975633007,NA
"Kiribati","KIR",7.6926187447355,7.17251430554523,6.77843243133495,7.76243050656094,7.12073643738703,NA
"Korea, Rep.","KOR",3.77577640067967,4.06821513909619,5.22627272742568,5.87397576770757,5.80845370846327,5.35544908357113
"Kuwait","KWT",22.6855690311967,23.9977436869909,25.7102262113583,25.0083202056756,23.7705737348219,20.992662623811
"Kyrgyz Republic","KGZ",7.60556101308906,8.80569552939544,11.0375159566688,12.2438272467437,8.31490585541971,7.72874710745297
"Lao PDR","LAO",22.078538546965,17.2054562516286,14.8360621511737,14.263172962049,13.7093934964249,12.9676847934516
"Late-demographic dividend","LTE",6.64752675954202,8.51328506679061,9.47882898034196,9.53136484349065,8.99959257841955,8.59261582739198
"Latin America & Caribbean","LCN",5.54027077133123,5.66201842233765,5.65206039742733,6.19407760871226,6.37708195562172,5.8345837241468
"Latin America & Caribbean (excluding high income)","LAC",5.76388547731192,5.81333400356713,5.72947175152094,6.27765214666107,6.51581510973834,5.93956513059617
"Latin America & the Caribbean (IDA & IBRD countries)","TLA",5.50073766584004,5.62319179100049,5.59620238811218,6.12707051263751,6.30972452699048,5.76852282531314
"Latvia","LVA",3.69665672116155,3.6022768168578,3.70039797608346,4.241232589332,3.87148208440059,3.68059042893868
"Least developed countries: UN classification","LDC",3.22866058348835,3.18053546205209,3.74906058996732,3.8107068265895,3.92440243324865,3.8007638239572
"Lebanon","LBN",14.0827962836898,15.6333603193341,16.7931426948456,16.9477990345439,17.786037595921,19.4679123290367
"Lesotho","LSO",9.37866819591709,8.22594086323112,8.78539871090683,12.5170971846158,14.0614455011082,14.0247371149823
"Liberia","LBR",0.131614868092788,0.0883814320015749,0.135383713572678,0.246515535686517,0.484500515971175,0.618232004984871
"Libya","LBY",6.1099221561111,3.49836830821549,5.05527128217045,7.03896103896104,NA,NA
"Lithuania","LTU",2.97377009602723,3.09524665719633,3.29035776386184,3.23264868344284,2.98946866539797,2.81919579242839
"Low & middle income","LMY",5.67085582997744,7.12232040400768,8.11850116610595,8.3253761026685,7.96713777473735,7.75635225223406
"Low income","LIC",2.78878582715841,3.06931263598233,3.8481468683365,3.31638415071785,3.36738751673928,3.77839511208494
"Lower middle income","LMC",4.08180578947373,4.47854714465423,5.09658966945587,5.31131139263712,5.21501179038802,5.48679159006295
"Luxembourg","LUX",3.35796377387479,3.08275719401447,2.92059529523917,3.01738296877557,2.95370341158072,2.98337118191031
"Macao SAR, China","MAC",7.88597668659486,7.67794415731205,7.6160320984759,8.42955451640283,8.22859977487179,7.70140498002927
"Madagascar","MDG",6.19794356805641,7.82432246856022,6.77177341863589,8.37087507041535,7.0756360308815,6.38436038582579
"Malawi","MWI",3.04296286984919,3.51674450039883,4.74635714342078,4.15755918428942,4.31544495258145,4.62032197696521
"Malaysia","MYS",6.16891927601728,6.36717379337495,6.20743792223037,6.26013713413461,6.02091248805984,5.98545872369598
"Maldives","MDV",10.5019359572184,9.83969906738142,11.1585193248544,10.8497584311844,10.7386264163851,10.5671939455279
"Mali","MLI",3.57999825364262,4.22817247363578,3.99084946958753,3.76875716770942,3.92884962968265,NA
"Malta","MLT",2.51076623750341,2.58319024627013,2.38376263266428,2.57998279129009,2.88031237018678,2.87379449240067
"Marshall Islands","MHL",12.185256405493,13.1129670025081,16.5364145660812,15.8919047740387,15.3572682828939,17.971392264776
"Mauritania","MRT",2.59660675358934,3.1542790264012,2.81989584697134,2.95356281743294,2.15272505927326,1.15714816396614
"Mauritius","MUS",6.23151683802234,6.72683838497916,9.38284152542797,10.5735663151255,10.2936479716104,9.55711083856597
"Mexico","MEX",2.89276972837014,2.88696004255279,2.95804881491233,3.04907359929754,2.97773953398809,2.80036961260792
"Micronesia, Fed. Sts.","FSM",11.1842587343276,12.539792219967,NA,NA,NA,NA
"Middle East & North Africa","MEA",7.72797497217189,8.51892689726273,9.70340009489487,10.2064411916186,10.48525305924,10.4432120719786
"Middle East & North Africa (excluding high income)","MNA",5.18418981769685,5.28991102023895,6.79778794891028,7.40015960812538,7.18391548718653,8.30083385149841
"Middle East & North Africa (IDA & IBRD countries)","TMN",5.1103388985426,5.2556825515536,6.76892296605883,7.38088791527631,7.12151814466896,8.28975332761905
"Middle income","MIC",5.72375549477699,7.20034316259723,8.20132875562039,8.42612700857258,8.0447340539258,7.81508821953635
"Moldova","MDA",7.1013417885758,7.52690186248248,8.25914979865532,7.46126953277709,7.0793558531369,6.86098721838949
"Mongolia","MNG",7.65835679391382,7.3581047744223,8.9445887556762,9.56228126487515,9.47410191948952,9.69597228683613
"Montenegro","MNE",2.95342338192527,2.87047071047185,2.76425970006781,3.29333170932338,2.89243172552071,1.99151112504161
"Morocco","MAR",4.22141802821922,4.55476439304312,5.22802387831422,5.12256917182939,5.72815313778767,5.44913861570711
"Mozambique","MOZ",2.52749633779479,2.85129142985992,3.03613922748803,3.68277955383202,2.88587645392198,1.28352669775177
"Myanmar","MMR",1.11917119711292,0.844219334572968,0.903194002327819,1.31140932930997,0.736709556158191,0.625447844166508
"Namibia","NAM",0.689644716066778,0.876666406265809,1.00972029068849,1.30197966251807,1.1937645971806,1.08868818751433
"Nauru","NRU",6.15172327765466,11.1607329193487,6.48700337983364,10.2891514455305,9.82845833623804,7.48977675029448
"Nepal","NPL",7.95201540498489,7.74704414076486,8.67528448007122,6.33045342291167,7.50184999480825,6.26698468458562
"Netherlands","NLD",3.39812985310736,3.743955472222,3.51825098089624,4.14813306589806,4.07774094490941,3.85310378322941
"New Caledonia","NCL",7.47883332644394,7.5678518310266,6.77607916548542,7.46403951813906,NA,NA
"New Zealand","NZL",7.52266975821293,7.58035311186315,7.82416153962212,8.41954697838118,8.43913975289006,8.02396606849385
"Nicaragua","NIC",3.84476584404408,3.90486332978346,3.67602504544536,4.25152574915998,4.81663785481466,5.1855814091706
"Niger","NER",2.70221194472837,3.9857594260526,4.74657272193936,4.35226545013939,4.08475171845022,NA
"Nigeria","NGA",11.93934118138,10.6469157698618,12.5327592021445,9.62588835556488,16.0874482560529,18.4512656559857
"North America","NAC",4.94958525880892,5.07198016887303,5.47215577976664,5.87500495765496,5.95276112033499,5.93302586818644
"North Macedonia","MKD",2.52037934910508,2.5203324366946,2.89137347573536,2.88514772868894,2.97581964700313,3.05771361935185
"Norway","NOR",13.5965070660681,13.5550813981928,13.3357171528196,13.1773801536831,13.431868651955,13.1757886185558
"OECD members","OED",5.18041117405153,5.28404502282406,5.48447709904021,5.75200259984851,5.70385380006971,5.62480881315561
"Oman","OMN",4.35935023370255,5.49024357226284,6.00349506650719,8.46844051286481,8.33781495299632,9.0944288108368
"Other small states","OSS",9.65332071429136,10.053893721061,12.7867836490186,12.1971549353346,12.9042400017408,11.4907796531804
"Pacific island small states","PSS",6.34916623117687,6.06021093294181,6.46363835655311,6.56216785661222,6.55390612567781,5.97480310072291
"Pakistan","PAK",3.3315028372689,4.31943059384838,5.43375426761548,5.70645740369404,5.27302673486572,4.23688702829611
"Palau","PLW",9.76303652490057,7.75561513842423,10.4546788087339,11.2024411160654,11.2656027029229,NA
"Panama","PAN",3.40753197327079,3.73327431266417,4.64817142690093,5.79392490565373,4.39310574332049,4.5221779077851
"Papua New Guinea","PNG",2.29282910346313,2.80812820682372,3.45470342301661,4.0083678276517,3.53916840700277,NA
"Paraguay","PRY",3.28699910153001,3.43152488635013,4.38930212117092,4.77645490105453,4.36042383846631,3.95577302466936
"Peru","PER",4.23707215123116,4.34544037057984,5.59909544903043,6.24027256946487,6.18271595148155,6.64082116705214
"Philippines","PHL",10.7013509703167,12.6368536880724,13.1696135420308,11.4023608204034,10.5291162494124,9.61410596159944
"Poland","POL",3.91814421310997,3.79219065485938,3.84705659321315,3.79049143983249,3.61099263609634,3.4739665375282
"Portugal","PRT",5.60792234638135,5.69293052871183,5.78455434712209,5.88889564423948,6.04698564031659,6.277048168313
"Post-demographic dividend","PST",5.27029576161721,5.39881463795711,5.62748445862716,5.92530784238147,5.88525771319858,5.78591707110526
"Pre-demographic dividend","PRE",5.60474394225051,5.88813807445824,7.51759327800635,7.23019530852204,8.42674840258954,10.1990376841406
"Qatar","QAT",19.8954098513444,20.1095563491518,19.6401542540371,20.7198788141095,19.7515515878099,17.860239113011
"Romania","ROU",2.79671003401896,3.15946936042588,3.12395070047255,3.07349438976902,4.32810203630214,4.68378784248232
"Russian Federation","RUS",12.6698311293177,12.9128718410701,13.6385730586157,10.39246805746,10.8737084644597,11.2951959616479
"Rwanda","RWA",5.14857558719786,5.02374041295135,11.5414974226057,11.7381123775299,13.3409751052611,11.9930978951192
"Samoa","WSM",3.35475768523831,0.985235717250506,0.780412402303068,0.524923409121959,0.950797329404069,0.980115478020941
"Sao Tome and Principe","STP",1.75309012768387,7.85349169992134,11.8792433738116,11.1449630475852,8.90329484434718,8.92802364678821
"Saudi Arabia","SAU",8.10798948375028,9.70514613898072,8.23510019391582,8.91978212044119,9.4392543227334,8.56023595709856
"Senegal","SEN",3.62957065953611,3.8548418458025,4.15049647591838,4.46623283391767,3.93363745423424,NA
"Serbia","SRB",5.45860922443749,5.66219199284146,6.06461779831884,6.23075355968002,6.12400241581043,6.16852555527403
"Seychelles","SYC",4.00801587390205,4.10206576617381,3.80048106657115,6.13971623674457,6.09338162580584,5.49025352034366
"Sierra Leone","SLE",3.14133312256058,1.56659738127918,1.52499905887292,2.52980706419998,3.52570589587065,3.77996675695004
"Singapore","SGP",4.61449255807649,4.81484209309721,5.08396868334011,5.41459113137073,4.94984275434501,4.55020057120615
"Sint Maarten (Dutch part)","SXM",9.60436022704808,8.97669992799093,10.4125175004437,10.0810196620887,9.73603911820853,8.51334640872217
"Slovak Republic","SVK",2.87714763942894,2.92287327606189,2.87859403441453,2.98059916596011,2.9328311377712,2.80815871532977
"Slovenia","SVN",4.70724164303205,4.76378050356431,4.59636391802297,4.78528519474565,4.54564368289181,4.21483334690866
"Small states","SST",8.66340000358159,9.2146376629931,11.6176815879002,11.2233572958171,11.8095705683127,10.5897954920209
"Solomon Islands","SLB",9.58540833140869,9.59470893555911,9.78550905704209,11.9529330372505,10.705427112081,7.11028709305686
"South Africa","ZAF",5.32230763600583,5.46039136045131,5.72489967792894,5.99155673012446,6.12984563972454,5.82867789187758
"South Asia","SAS",2.83872477048034,3.39217491309358,3.89046671801993,4.27761505072693,4.12790378672162,4.09262895782592
"South Asia (IDA & IBRD)","TSA",2.83872477048034,3.39217491309358,3.89046671801993,4.27761505072693,4.12790378672162,4.09262895782592
"South Sudan","SSD",NA,4.54870802791519,23.0259565328188,15.5936949332561,15.2880466259333,14.3628279932358
"Spain","ESP",4.17617635969341,4.31594157151288,4.76693452252685,5.10443317171737,5.38527908846426,5.7986812093149
"Sri Lanka","LKA",8.40617837034609,8.30537740605355,9.35388776808494,9.7902355265832,9.48379308731092,9.26581828380392
"St. Kitts and Nevis","KNA",4.24059349587507,10.0976774513391,9.87711156471474,9.18148380149647,10.3313445132283,9.93443017968863
"St. Lucia","LCA",6.72414031943165,7.69960449762605,9.08270120832122,8.48203844060354,8.82767974125741,8.71971318785475
"St. Vincent and the Grenadines","VCT",3.31905553872755,7.57375884600935,9.60146862282491,9.40542016368451,10.7539455310142,10.6441250680793
"Sub-Saharan Africa","SSF",5.16453415488676,5.15298408899758,6.0350363313077,5.55302288210926,6.42247185335414,7.57503037762462
"Sub-Saharan Africa (excluding high income)","SSA",5.15188136224238,5.13301987732425,5.9922529325157,5.46354901172642,6.35276743076236,7.54497994988526
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",5.16453415488676,5.15298408899758,6.0350363313077,5.55302288210926,6.42247185335414,7.57503037762462
"Sudan","SDN",4.27602328390358,4.3120622948107,1.92177165730585,2.2763733229142,0.295445026090438,0.157818441898368
"Suriname","SUR",2.75714757906105,3.25056722800239,4.77319782066169,6.57946456016278,5.46429541110201,4.93243932748648
"Sweden","SWE",6.84017765677597,6.84279906281902,7.19778326237068,7.34975300778665,7.61175317913859,7.42430835750222
"Switzerland","CHE",4.63117539589765,5.34691745312746,5.45629243376877,5.15514995854792,5.45534984760418,5.43604751623313
"Syrian Arab Republic","SYR",NA,NA,NA,NA,NA,NA
"Tajikistan","TJK",0.794316613075736,NA,NA,0.840461940932194,0.546327782897688,0.751223913804922
"Tanzania","TZA",8.14493797679451,8.73502772229181,10.3269816323069,9.32324850014205,9.10173029739752,8.27664312087966
"Thailand","THA",2.99761457785577,3.46488251199667,4.15161797646468,5.09305395074231,5.1159287831254,5.17345477997521
"Timor-Leste","TLS",4.7327182339689,6.90760637044279,7.57767323451391,10.1237421572099,12.2019478175775,12.3617053609276
"Togo","TGO",2.02470925321739,2.27103343994371,2.19270816669717,2.29153865095114,2.72650452871454,NA
"Tonga","TON",10.3631115505347,11.8808632186058,12.6119610584706,8.93533224634486,12.4410844060463,12.7842661652064
"Trinidad and Tobago","TTO",0.970210619982645,1.57021276884988,2.42248017204448,2.34184823712454,1.54034627953038,1.62281517758215
"Tunisia","TUN",2.92178050659528,2.87280535965839,3.45811345191607,3.84848295519689,3.85628885212722,3.87008547532526
"Turkey","TUR",1.91169727274712,2.04484847579422,2.47761298141899,2.30110865354233,2.0318745415534,2.01651010072454
"Turks and Caicos Islands","TCA",NA,0.969282538469112,0.989973360455849,1.02730197256287,0.866261883866442,0.771748828183622
"Tuvalu","TUV",19.1161065273023,NA,NA,NA,NA,NA
"Uganda","UGA",4.71509616111581,4.39897851079299,3.790716394607,4.72138552745262,4.88899651685123,3.86320475774774
"Ukraine","UKR",6.47129518350744,7.80959995431313,10.767760433259,12.0203579802139,12.055285385206,11.7542764744263
"United Kingdom","GBR",6.98646449300718,7.31811303294729,8.01039614054423,8.29677031393296,7.73116394548436,7.52607101184695
"United States","USA",4.72350125883334,4.90391935352193,5.42611241560801,5.92017860689564,5.98621063151835,5.96064163794602
"Upper middle income","UMC",6.21118786928066,8.02081106266867,9.19616143265664,9.4673370927461,9.00923417719336,8.55987919417534
"Uruguay","URY",8.69932828828668,9.56633640146574,9.97709079910388,9.6537011728743,9.92040169089589,9.96340041840063
"Uzbekistan","UZB",NA,NA,NA,12.6510511148089,12.7928438687305,11.6108708806334
