"country","countryiso3","number of employees_numbe.42293_2013","number of employees_numbe.42293_2014","number of employees_numbe.42293_2015","number of employees_numbe.42293_2016","number of employees_numbe.42294_2013","number of employees_numbe.42294_2014","number of employees_numbe.42294_2015","number of employees_numbe.42294_2016","number of employees_numbe.42295_2013","number of employees_numbe.42295_2014","number of employees_numbe.42295_2015","number of employees_numbe.42295_2016","percent_public_sector_emp.42300_2013","percent_public_sector_emp.42300_2014","percent_public_sector_emp.42300_2015","percent_public_sector_emp.42300_2016","percent_public_sector_emp.42305_2013","percent_public_sector_emp.42305_2014","percent_public_sector_emp.42305_2015","percent_public_sector_emp.42305_2016","percent_wage_bill_as_a_pe.42339_2013","percent_wage_bill_as_a_pe.42339_2014","percent_wage_bill_as_a_pe.42339_2015","percent_wage_bill_as_a_pe.42340_2013","percent_wage_bill_as_a_pe.42340_2014","percent_wage_bill_as_a_pe.42340_2015","ratio_female_to_male_wage.42255_2013","ratio_female_to_male_wage.42255_2014","ratio_female_to_male_wage.42255_2015","ratio_female_to_male_wage.42255_2016","ratio_female_to_male_wage.42256_2013","ratio_female_to_male_wage.42256_2014","ratio_female_to_male_wage.42256_2015","ratio_female_to_male_wage.42256_2016","ratio_female_to_male_wage.42257_2013","ratio_female_to_male_wage.42257_2014","ratio_female_to_male_wage.42257_2015","ratio_female_to_male_wage.42257_2016","ratio_female_to_male_wage.42258_2013","ratio_female_to_male_wage.42258_2014","ratio_female_to_male_wage.42258_2015","ratio_female_to_male_wage.42258_2016","percent_females_as_a_shar.42259_2013","percent_females_as_a_shar.42259_2014","percent_females_as_a_shar.42259_2015","percent_females_as_a_shar.42259_2016","percent_females_as_a_shar.42260_2013","percent_females_as_a_shar.42260_2014","percent_females_as_a_shar.42260_2015","percent_females_as_a_shar.42260_2016","percent_females_as_a_shar.42261_2013","percent_females_as_a_shar.42261_2014","percent_females_as_a_shar.42261_2015","percent_females_as_a_shar.42262_2013","percent_females_as_a_shar.42262_2014","percent_females_as_a_shar.42262_2015","percent_females_as_a_shar.42263_2013","percent_females_as_a_shar.42263_2014","percent_females_as_a_shar.42263_2015","percent_females_as_a_shar.42264_2013","percent_females_as_a_shar.42264_2014","percent_females_as_a_shar.42264_2015","percent_females_as_a_shar.42265_2013","percent_females_as_a_shar.42265_2014","percent_females_as_a_shar.42265_2015","percent_females_as_a_shar.42266_2013","percent_females_as_a_shar.42266_2014","percent_females_as_a_shar.42267_2013","percent_females_as_a_shar.42267_2014","percent_females_as_a_shar.42267_2015","percent_females_as_a_shar.42268_2013","percent_females_as_a_shar.42268_2014","percent_females_as_a_shar.42268_2015","percent_females_as_a_shar.42269_2013","percent_females_as_a_shar.42269_2014","percent_females_as_a_shar.42270_2013","percent_females_as_a_shar.42270_2014","percent_females_as_a_shar.42270_2015","percent_females,_as_a_sha.42271_2013","percent_females,_as_a_sha.42271_2014","percent_females,_as_a_sha.42271_2015","percent_females,_as_a_sha.42271_2016","percent_females,_as_a_sha.42272_2013","percent_females,_as_a_sha.42272_2014","percent_females,_as_a_sha.42272_2015","percent_females,_as_a_sha.42272_2016","percent_females,_as_a_sha.42273_2013","percent_females,_as_a_sha.42273_2014","percent_females,_as_a_sha.42273_2015","percent_females,_as_a_sha.42273_2016","percent_females,_as_a_sha.42274_2013","percent_females,_as_a_sha.42274_2014","percent_females,_as_a_sha.42274_2015","percent_females,_as_a_sha.42274_2016","percent_females,_as_a_sha.42275_2013","percent_females,_as_a_sha.42275_2014","percent_females,_as_a_sha.42275_2015","percent_females,_as_a_sha.42275_2016","percent_females,_as_a_sha.42276_2013","percent_females,_as_a_sha.42276_2014","percent_females,_as_a_sha.42276_2015","percent_females,_as_a_sha.42276_2016","percent_females,_as_a_sha.42277_2013","percent_females,_as_a_sha.42277_2014","percent_females,_as_a_sha.42277_2015","percent_females,_as_a_sha.42277_2016","percent_females,_as_a_sha.42278_2013","percent_females,_as_a_sha.42278_2014","percent_females,_as_a_sha.42278_2015","percent_females,_as_a_sha.42278_2016","percent_females,_as_a_sha.42279_2013","percent_females,_as_a_sha.42279_2014","percent_females,_as_a_sha.42279_2015","percent_females,_as_a_sha.42279_2016","percent_females,_as_a_sha.42280_2013","percent_females,_as_a_sha.42280_2014","percent_females,_as_a_sha.42280_2015","percent_females,_as_a_sha.42280_2016","percent_individuals_with_.42281_2013","percent_individuals_with_.42281_2014","percent_individuals_with_.42281_2015","percent_individuals_with_.42281_2016","percent_individuals_with_.42282_2013","percent_individuals_with_.42282_2014","percent_individuals_with_.42282_2015","percent_individuals_with_.42282_2016","percent_individuals_with_.42283_2013","percent_individuals_with_.42283_2014","percent_individuals_with_.42283_2015","percent_individuals_with_.42283_2016","percent_individuals_with_.42284_2013","percent_individuals_with_.42284_2014","percent_individuals_with_.42284_2015","percent_individuals_with_.42284_2016","percent_individuals_with_.42285_2013","percent_individuals_with_.42285_2014","percent_individuals_with_.42285_2015","percent_individuals_with_.42285_2016","percent_individuals_with_.42286_2013","percent_individuals_with_.42286_2014","percent_individuals_with_.42286_2015","percent_individuals_with_.42286_2016","percent_individuals_with_.42287_2013","percent_individuals_with_.42287_2014","percent_individuals_with_.42287_2015","percent_individuals_with_.42287_2016","percent_individuals_with_.42288_2013","percent_individuals_with_.42288_2014","percent_individuals_with_.42288_2015","percent_individuals_with_.42288_2016","age_mean_age_of_private_p.42289_2013","age_mean_age_of_private_p.42289_2014","age_mean_age_of_private_p.42289_2015","age_mean_age_of_private_p.42289_2016","age_mean_age_of_public_pa.42290_2013","age_mean_age_of_public_pa.42290_2014","age_mean_age_of_public_pa.42290_2015","age_mean_age_of_public_pa.42290_2016","age_median_age_of_private.42291_2013","age_median_age_of_private.42291_2014","age_median_age_of_private.42291_2015","age_median_age_of_private.42291_2016","age_median_age_of_public_.42292_2013","age_median_age_of_public_.42292_2014","age_median_age_of_public_.42292_2015","age_median_age_of_public_.42292_2016","ratio_pay_compression_rat.42296_2013","ratio_pay_compression_rat.42296_2014","ratio_pay_compression_rat.42296_2015","ratio_pay_compression_rat.42296_2016","ratio_pay_compression_rat.42297_2013","ratio_pay_compression_rat.42297_2014","ratio_pay_compression_rat.42297_2015","ratio_pay_compression_rat.42297_2016","ratio_proportion_of_total.42298_2013","ratio_proportion_of_total.42298_2014","ratio_proportion_of_total.42298_2015","ratio_proportion_of_total.42298_2016","percent_public_sector_emp.42299_2013","percent_public_sector_emp.42299_2014","percent_public_sector_emp.42299_2015","percent_public_sector_emp.42299_2016","percent_public_sector_emp.42301_2013","percent_public_sector_emp.42301_2014","percent_public_sector_emp.42301_2015","percent_public_sector_emp.42301_2016","percent_public_sector_emp.42302_2013","percent_public_sector_emp.42302_2014","percent_public_sector_emp.42302_2015","percent_public_sector_emp.42302_2016","percent_public_sector_emp.42303_2013","percent_public_sector_emp.42303_2014","percent_public_sector_emp.42303_2015","percent_public_sector_emp.42303_2016","percent_public_sector_emp.42304_2013","percent_public_sector_emp.42304_2014","percent_public_sector_emp.42304_2015","percent_public_sector_emp.42304_2016","percent_public_sector_emp.42306_2013","percent_public_sector_emp.42306_2014","percent_public_sector_emp.42306_2015","percent_public_sector_emp.42306_2016","percent_public_sector_emp.42307_2013","percent_public_sector_emp.42307_2014","percent_public_sector_emp.42307_2015","percent_public_sector_emp.42307_2016","percent_public_sector_emp.42308_2013","percent_public_sector_emp.42308_2014","percent_public_sector_emp.42308_2015","percent_public_sector_emp.42308_2016","percent_public_sector_emp.42309_2013","percent_public_sector_emp.42309_2014","percent_public_sector_emp.42309_2015","percent_public_sector_emp.42309_2016","wage_public_sector_wage_p.42310_2013","wage_public_sector_wage_p.42310_2014","wage_public_sector_wage_p.42310_2015","wage_public_sector_wage_p.42310_2016","wage_public_sector_wage_p.42311_2013","wage_public_sector_wage_p.42311_2014","wage_public_sector_wage_p.42311_2015","wage_public_sector_wage_p.42311_2016","wage_public_sector_wage_p.42312_2013","wage_public_sector_wage_p.42312_2014","wage_public_sector_wage_p.42312_2015","wage_public_sector_wage_p.42313_2013","wage_public_sector_wage_p.42313_2014","wage_public_sector_wage_p.42313_2015","wage_public_sector_wage_p.42314_2013","wage_public_sector_wage_p.42314_2014","wage_public_sector_wage_p.42314_2015","wage_public_sector_wage_p.42315_2013","wage_public_sector_wage_p.42315_2014","wage_public_sector_wage_p.42315_2015","wage_public_sector_wage_p.42316_2013","wage_public_sector_wage_p.42316_2014","wage_public_sector_wage_p.42316_2015","wage_public_sector_wage_p.42317_2013","wage_public_sector_wage_p.42317_2014","wage_public_sector_wage_p.42317_2015","wage_public_sector_wage_p.42318_2013","wage_public_sector_wage_p.42318_2014","wage_public_sector_wage_p.42318_2015","wage_public_sector_wage_p.42319_2013","wage_public_sector_wage_p.42319_2014","wage_public_sector_wage_p.42319_2015","wage_public_sector_wage_p.42320_2013","wage_public_sector_wage_p.42320_2014","wage_public_sector_wage_p.42320_2015","wage_public_sector_wage_p.42321_2013","wage_public_sector_wage_p.42321_2014","wage_public_sector_wage_p.42321_2015","wage_public_sector_wage_p.42321_2016","wage_public_sector_wage_p.42322_2013","wage_public_sector_wage_p.42322_2014","wage_public_sector_wage_p.42322_2015","wage_public_sector_wage_p.42322_2016","wage_relative_wage_of_pro.42323_2013","wage_relative_wage_of_pro.42323_2014","wage_relative_wage_of_pro.42323_2015","wage_relative_wage_of_pro.42323_2016","wage_relative_wage_of_pro.42324_2013","wage_relative_wage_of_pro.42324_2014","wage_relative_wage_of_pro.42324_2015","wage_relative_wage_of_pro.42324_2016","wage_relative_wage_of_sen.42325_2013","wage_relative_wage_of_sen.42325_2014","wage_relative_wage_of_sen.42325_2015","wage_relative_wage_of_sen.42325_2016","wage_relative_wage_of_sen.42326_2013","wage_relative_wage_of_sen.42326_2014","wage_relative_wage_of_sen.42326_2015","wage_relative_wage_of_sen.42326_2016","wage_relative_wage_of_tec.42327_2013","wage_relative_wage_of_tec.42327_2014","wage_relative_wage_of_tec.42327_2015","wage_relative_wage_of_tec.42327_2016","wage_relative_wage_of_tec.42328_2013","wage_relative_wage_of_tec.42328_2014","wage_relative_wage_of_tec.42328_2015","wage_relative_wage_of_tec.42328_2016","percent_rural_resident_as.42329_2013","percent_rural_resident_as.42329_2014","percent_rural_resident_as.42329_2015","percent_rural_resident_as.42329_2016","percent_rural_residents_a.42330_2013","percent_rural_residents_a.42330_2014","percent_rural_residents_a.42330_2015","percent_rural_residents_a.42330_2016","percent_share_of_private_.42333_2013","percent_share_of_private_.42333_2014","percent_share_of_private_.42333_2015","percent_share_of_private_.42333_2016","percent_share_of_public_p.42337_2013","percent_share_of_public_p.42337_2014","percent_share_of_public_p.42337_2015","percent_share_of_public_p.42337_2016","percent_share_of_private_.42331_2013","percent_share_of_private_.42331_2014","percent_share_of_private_.42331_2015","percent_share_of_private_.42331_2016","percent_share_of_private_.42332_2013","percent_share_of_private_.42332_2014","percent_share_of_private_.42332_2015","percent_share_of_private_.42332_2016","percent_share_of_private_.42334_2013","percent_share_of_private_.42334_2014","percent_share_of_public_p.42335_2013","percent_share_of_public_p.42335_2014","percent_share_of_public_p.42335_2015","percent_share_of_public_p.42335_2016","percent_share_of_public_p.42336_2013","percent_share_of_public_p.42336_2014","percent_share_of_public_p.42336_2015","percent_share_of_public_p.42336_2016","percent_share_of_public_p.42338_2013","percent_share_of_public_p.42338_2014"
"Afghanistan","AFG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO",NA,509107,NA,NA,NA,185506,NA,NA,NA,40763,NA,NA,NA,0.219739526510239,NA,NA,NA,0.0800676494836807,NA,NA,NA,10.26266,NA,NA,24.98457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","ALB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","ARG",35535,38369,NA,NA,27251,29276,NA,NA,8022,8590,NA,NA,0.236126556992531,0.235591605305672,NA,NA,0.177962511777878,0.177187100052834,NA,NA,11.2293,11.79397,NA,31.70864,30.91796,NA,0.675478398799896,0.683160603046417,NA,NA,0.65217387676239,0.639999985694885,NA,NA,0.852741658687592,0.850951790809631,NA,NA,0.833333373069763,0.862757682800293,NA,NA,NA,NA,NA,NA,0.42475900053978,0.42224708199501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521601140499115,0.54064279794693,NA,NA,0.00401862664148211,0.00296879326924682,NA,NA,0.00116102618630975,0.000289472547592595,NA,NA,0.220742225646973,0.223738387227058,NA,NA,0.092068612575531,0.0876203030347824,NA,NA,0.47204527258873,0.474151223897934,NA,NA,0.297664523124695,0.282652914524078,NA,NA,0.303193867206573,0.299141585826874,NA,NA,0.609105825424194,0.629437327384949,NA,NA,37.3090782165527,37.3745498657227,NA,NA,42.0075645446777,41.9386672973633,NA,NA,35,36,NA,NA,41,41,NA,NA,7.03488492965698,6.76881170272827,NA,NA,4.00000047683716,4.70873785018921,NA,NA,0.301505029201508,0.306684285402298,NA,NA,0.32515287399292,0.3177430331707,NA,NA,0.27514910697937,0.28295835852623,NA,NA,0.20450396835804,0.19681504368782,NA,NA,NA,NA,NA,NA,0.236126556992531,0.235591605305672,NA,NA,0.221969723701477,0.225352510809898,NA,NA,0.146331295371056,0.141573578119278,NA,NA,NA,NA,NA,NA,0.177962511777878,0.177187100052834,NA,NA,0.169458851218224,0.200299724936485,NA,NA,-0.0104448674246669,0.0387684218585491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329589396715164,0.344206720590591,NA,NA,0.0175883285701275,0.0563790760934353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN",NA,NA,28938,NA,NA,NA,3111,NA,NA,NA,854,NA,NA,NA,0.282321959733963,NA,NA,NA,0.0328452102839947,NA,NA,NA,7.155979,NA,NA,30.01795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464760005474091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burkina Faso","BFA",NA,28978,NA,NA,NA,2709,NA,NA,NA,935,NA,NA,NA,0.295526057481766,NA,NA,NA,0.0355942025780678,NA,NA,NA,6.500705,NA,NA,27.84266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255236268043518,NA,NA,NA,0.29123455286026,NA,NA,NA,NA,NA,NA,0.347912669181824,NA,NA,0.204687759280205,NA,NA,0,NA,NA,0.329066187143326,NA,NA,NA,NA,0.327409535646439,NA,NA,0.255628019571304,NA,NA,0.076886385679245,NA,0.432108700275421,NA,NA,0.489474147558212,NA,NA,NA,0.32066485285759,NA,NA,NA,0.190383151173592,NA,NA,NA,0.15169931948185,NA,NA,NA,0.362467020750046,NA,NA,NA,0.595197260379791,NA,NA,NA,0.231352910399437,NA,NA,NA,0.293330907821655,NA,NA,NA,0.258574724197388,NA,NA,NA,0.364768534898758,NA,NA,NA,0.365516871213913,NA,NA,NA,0.130369126796722,NA,NA,NA,0.464245080947876,NA,NA,NA,0.291868388652802,NA,NA,NA,0.097746953368187,NA,NA,NA,0.307816475629807,NA,NA,NA,0.0724910721182823,NA,NA,NA,0.26994600892067,NA,NA,NA,31.8995018005371,NA,NA,NA,39.063777923584,NA,NA,NA,30,NA,NA,NA,37,NA,NA,NA,19.9999980926514,NA,NA,NA,34.3333320617676,NA,NA,NA,0.490038603544235,NA,NA,NA,0.556677639484406,NA,NA,NA,0.345050871372223,NA,NA,NA,0.27377861738205,NA,NA,NA,0.253292739391327,NA,NA,NA,0.307992696762085,NA,NA,NA,0.0259894747287035,NA,NA,NA,0.0453340075910091,NA,NA,NA,0.00959635991603136,NA,NA,NA,0.10488186776638,NA,NA,NA,0.174172431230545,NA,NA,NA,-0.00719244545325637,NA,NA,NA,-0.528717398643494,NA,NA,0.142441749572754,NA,NA,0.466418951749802,NA,NA,-0.584699869155884,NA,NA,0.323320299386978,NA,NA,0.0959862917661667,NA,NA,-1.19154822826385,NA,NA,-0.554245233535767,NA,NA,0.324215263128281,NA,NA,0.401660025119781,NA,NA,NA,0.0619300864636898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195338875055313,NA,NA,NA,0.241572335362434,NA,NA,NA,0.146437779068947,NA,NA,NA,0.676073014736176,NA,NA,NA,0.24311825633049,NA,NA,NA,0.0490620173513889,NA,NA,NA,0.0260928366333246,NA,0.699974596500397,NA,NA,NA,0.104606427252293,NA,NA,NA,0.25100639462471
"Bangladesh","BGD",58275,NA,45681,NA,23748,NA,18763,NA,4687,NA,2423,NA,0.17980819940567,NA,0.110866211354733,NA,0.0632330179214478,NA,0.0419934950768948,NA,1.704026,NA,1.791796,11.66342,NA,12.65125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227901712059975,NA,NA,NA,0.204558104276657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178565040230751,NA,NA,NA,0.2183448523283,NA,NA,NA,0.164798676967621,NA,NA,NA,0.205822393298149,NA,NA,NA,0.232426166534424,NA,NA,NA,0.243245750665665,NA,NA,NA,0.353550434112549,NA,NA,NA,0.280274003744125,NA,NA,NA,0.204068571329117,NA,NA,NA,0.262256860733032,NA,NA,NA,0.316949456930161,NA,NA,NA,0.0831011533737183,NA,NA,NA,0.269255518913269,NA,NA,NA,0.0784805566072464,NA,NA,NA,0.314211547374725,NA,NA,NA,0.437308132648468,NA,NA,NA,0.0995835065841675,NA,NA,NA,0.401110142469406,NA,NA,NA,34.4648094177246,NA,NA,NA,38.6430549621582,NA,NA,NA,32,NA,NA,NA,37,NA,NA,NA,2.5806450843811,NA,NA,NA,3,NA,NA,NA,0.224768757820129,NA,0.339852392673492,NA,0.259464472532272,NA,NA,NA,0.137827649712563,NA,NA,NA,0.103657938539982,NA,NA,NA,0.0977684780955315,NA,NA,NA,0.131235659122467,NA,NA,NA,0.0378158129751682,NA,NA,NA,0.0437100753188133,NA,NA,NA,0.0311984401196241,NA,NA,NA,0.0700927972793579,NA,NA,NA,0.114811882376671,NA,NA,NA,0.0289372727274895,NA,NA,NA,0.0235970467329025,NA,NA,-0.0123709058389068,NA,NA,0.0965980514883995,NA,NA,-0.0402634851634502,NA,NA,-0.0616793893277645,NA,NA,-0.020869480445981,NA,NA,0.0628854408860207,NA,NA,-0.0723649859428406,NA,NA,-0.0300525445491076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23086214065552,NA,NA,NA,1.42912483215332,NA,NA,NA,1.56703984737396,NA,NA,NA,1.59554243087769,NA,NA,NA,1.18938601016998,NA,NA,NA,1.22084307670593,NA,NA,NA,0.536734879016876,NA,NA,NA,0.617605328559875,NA,NA,NA,0.0673844739794731,NA,NA,NA,0.79408597946167,NA,NA,NA,0.298826903104782,NA,NA,NA,0.0226268023252487,NA,NA,NA,NA,NA,0.85000216960907,NA,NA,NA,0.175505638122559,NA,NA,NA
