"country","countryiso3","latest.year_local currency in bn (rea.24637","latest.value_local currency in bn (rea.24637","latest.year_local currency in bn (rea.24647","latest.value_local currency in bn (rea.24647","latest.year_local currency in bn (rea.24653","latest.value_local currency in bn (rea.24653","latest.year_local currency in bn (rea.24659","latest.value_local currency in bn (rea.24659","latest.year_local currency in bn (rea.24665","latest.value_local currency in bn (rea.24665","latest.year_local currency in bn (rea.24671","latest.value_local currency in bn (rea.24671","latest.year_local currency in bn (rea.24677","latest.value_local currency in bn (rea.24677","latest.year_local currency in bn (rea.24683","latest.value_local currency in bn (rea.24683","latest.year_local currency in bn (rea.24692","latest.value_local currency in bn (rea.24692","latest.year_local currency in bn (rea.24698","latest.value_local currency in bn (rea.24698","latest.year_local currency  _in bn (n.24638","latest.value_local currency  _in bn (n.24638","latest.year_local currency  _in bn (n.24646","latest.value_local currency  _in bn (n.24646","latest.year_local currency  _in bn (n.24652","latest.value_local currency  _in bn (n.24652","latest.year_local currency  _in bn (n.24658","latest.value_local currency  _in bn (n.24658","latest.year_local currency  _in bn (n.24664","latest.value_local currency  _in bn (n.24664","latest.year_local currency  _in bn (n.24670","latest.value_local currency  _in bn (n.24670","latest.year_local currency  _in bn (n.24676","latest.value_local currency  _in bn (n.24676","latest.year_local currency  _in bn (n.24682","latest.value_local currency  _in bn (n.24682","latest.year_local currency  _in bn (n.24691","latest.value_local currency  _in bn (n.24691","latest.year_local currency  _in bn (n.24697","latest.value_local currency  _in bn (n.24697","latest.year_% share_business_tourism_.24639","latest.value_% share_business_tourism_.24639","latest.year_us$ in bn (nominal prices.24640","latest.value_us$ in bn (nominal prices.24640","latest.year_us$ in bn (nominal prices.24649","latest.value_us$ in bn (nominal prices.24649","latest.year_us$ in bn (nominal prices.24655","latest.value_us$ in bn (nominal prices.24655","latest.year_us$ in bn (nominal prices.24660","latest.value_us$ in bn (nominal prices.24660","latest.year_us$ in bn (nominal prices.24667","latest.value_us$ in bn (nominal prices.24667","latest.year_us$ in bn (nominal prices.24673","latest.value_us$ in bn (nominal prices.24673","latest.year_us$ in bn (nominal prices.24679","latest.value_us$ in bn (nominal prices.24679","latest.year_us$ in bn (nominal prices.24684","latest.value_us$ in bn (nominal prices.24684","latest.year_us$ in bn (nominal prices.24694","latest.value_us$ in bn (nominal prices.24694","latest.year_us$ in bn (nominal prices.24700","latest.value_us$ in bn (nominal prices.24700","latest.year_us$ in bn (real prices)_b.24641","latest.value_us$ in bn (real prices)_b.24641","latest.year_% growth_business_tourism.24642","latest.value_% growth_business_tourism.24642","latest.year_thousands of jobs_travel_.24643","latest.value_thousands of jobs_travel_.24643","latest.year_thousands of jobs_travel_.24689","latest.value_thousands of jobs_travel_.24689","latest.year_% share of total employme.24644","latest.value_% share of total employme.24644","latest.year_% share of total employme.24688","latest.value_% share of total employme.24688","latest.year_% growth_travel_and_touri.24645","latest.value_% growth_travel_and_touri.24645","latest.year_% growth_travel_and_touri.24651","latest.value_% growth_travel_and_touri.24651","latest.year_% growth_travel_and_touri.24690","latest.value_% growth_travel_and_touri.24690","latest.year_% growth_travel_and_touri.24696","latest.value_% growth_travel_and_touri.24696","latest.year_percentage share of total.24648","latest.value_percentage share of total.24648","latest.year_percentage share of total.24686","latest.value_percentage share of total.24686","latest.year_percentage share of total.24693","latest.value_percentage share of total.24693","latest.year_us$ in bn (real prices)_t.24650","latest.value_us$ in bn (real prices)_t.24650","latest.year_us$ in bn (real prices)_t.24695","latest.value_us$ in bn (real prices)_t.24695","latest.year_% share_domestic_tourism_.24654","latest.value_% share_domestic_tourism_.24654","latest.year_us$ in bn (real prices)_d.24656","latest.value_us$ in bn (real prices)_d.24656","latest.year_% growth_domestic_tourism.24657","latest.value_% growth_domestic_tourism.24657","latest.year_us$ in bn (real prices)_g.24661","latest.value_us$ in bn (real prices)_g.24661","latest.year_% growth_government_spend.24662","latest.value_% growth_government_spend.24662","latest.year_% share of total tourism .24663","latest.value_% share of total tourism .24663","latest.year_% share_internal_travel_a.24666","latest.value_% share_internal_travel_a.24666","latest.year_us$ in bn (real prices)_i.24668","latest.value_us$ in bn (real prices)_i.24668","latest.year_% growth_internal_travel_.24669","latest.value_% growth_internal_travel_.24669","latest.year_% exports_capital_investm.24672","latest.value_% exports_capital_investm.24672","latest.year_us$ in bn (real prices)_c.24674","latest.value_us$ in bn (real prices)_c.24674","latest.year_% growth_capital_investme.24675","latest.value_% growth_capital_investme.24675","latest.year_% share_leisure_tourism_s.24678","latest.value_% share_leisure_tourism_s.24678","latest.year_us$ in bn (real prices)_l.24680","latest.value_us$ in bn (real prices)_l.24680","latest.year_% growth_leisure_tourism_.24681","latest.value_% growth_leisure_tourism_.24681","latest.year_us$ in bn (real prices)_o.24685","latest.value_us$ in bn (real prices)_o.24685","latest.year_% growth_outbound_travel_.24687","latest.value_% growth_outbound_travel_.24687","latest.year_% exports_visitor_exports.24699","latest.value_% exports_visitor_exports.24699","latest.year_us$ in bn (real prices)_v.24701","latest.value_us$ in bn (real prices)_v.24701","latest.year_% growth_visitor_exports_.24702","latest.value_% growth_visitor_exports_.24702"
"Aruba","ABW",2028,0.264318,2028,1.72604,2028,0.313331,2028,0.03,2028,4.00575,2028,0.417734,2028,3.74143,2028,0.65468,2028,5.30857,2028,3.69242,2028,0.360563,2028,2.35454,2028,0.427422,2028,0.05,2028,5.46434,2028,0.569842,2028,5.10378,2028,0.893065,2028,7.24156,2028,5.03692,2028,1.96632,2028,0.201432,2028,1.31538,2028,0.238783,2028,0.03,2028,3.05271,2028,0.318348,2028,2.85127,2028,0.498919,2028,4.04556,2028,2.81392,2028,0.147664,2028,0.886357,2028,15.4167,2028,41.1133,2028,33.5278,2028,89.4118,2028,0.177887,2028,1.05343,2028,-0.236679,2028,1.10433,2028,29.7997,2028,11.3029,2028,91.6512,2028,0.96427,2028,2.96568,2028,4.81466,2028,0.175045,2028,1.44736,2028,0.02,2028,0.922084,2028,18.3986,2028,34.3357,2028,2.23785,2028,1.25263,2028,32.179,2028,0.233371,2028,0.423503,2028,27.577,2028,2.09018,2028,1.18928,2028,0.365743,2028,-1.00366,2028,77.592,2028,2.0628,2028,1.24104
"Angola","AGO",2028,181.314,2028,381.055,2028,499.87,2028,6.02077,2028,670.065,2028,243.917,2028,488.751,2028,127.823,2028,1070.56,2028,170.195,2028,665.273,2028,1398.16,2028,1834.11,2028,22.0913,2028,2458.59,2028,894.974,2028,1793.31,2028,469.006,2028,3928.09,2028,624.475,2028,0.319726,2028,1.35856,2028,2.8552,2028,3.74547,2028,0.05,2028,5.02072,2028,1.82764,2028,3.66216,2028,0.957765,2028,8.02162,2028,1.27525,2028,1.09821,2028,6.37575,2028,146.806,2028,437.536,2028,0.992465,2028,2.95792,2028,2.72449,2028,3.1718,2028,1.85755,2028,2.45878,2028,1.18158,2028,0.396357,2028,3.31963,2028,2.30803,2028,6.48434,2028,1.53134,2028,3.02768,2028,3.68131,2028,0.04,2028,4.99014,2028,1.15182,2028,1.64492,2028,4.05854,2028,3.04673,2028,2.5127,2028,1.47739,2028,0.879085,2028,0.85124,2028,2.96033,2028,3.61037,2028,0.774217,2028,3.42884,2028,1.7747,2028,1.03086,2028,1.18345
"Albania","ALB",2028,125.675,2028,220.375,2028,123.808,2028,1.36348,2028,511.221,2028,52.1479,2028,385.545,2028,336.691,2028,684.18,2028,387.413,2028,173.964,2028,305.05,2028,171.378,2028,1.88737,2028,707.648,2028,72.1847,2028,533.684,2028,466.058,2028,947.064,2028,536.27,2028,2.29134,2028,1.53814,2028,2.69717,2028,1.51528,2028,0.02,2028,6.25683,2028,0.638238,2028,4.71869,2028,4.12076,2028,8.37369,2028,4.74155,2028,1.05344,2028,2.2808,2028,110.734,2028,343.773,2028,8.77984,2028,27.257,2028,1.25942,2028,4.65498,2028,1.1459,2028,4.64664,2028,9.3207,2028,14.2402,2028,28.9372,2028,1.84723,2028,5.73495,2028,5.17874,2028,1.03778,2028,2.93053,2028,0.01,2028,3.31892,2028,4.14765,2028,15.6591,2028,4.28517,2028,4.6172,2028,8.15328,2028,0.437115,2028,4.94373,2028,7.0045,2028,3.23173,2028,5.01823,2028,2.82222,2028,4.831,2028,62.1605,2028,3.24738,2028,5.1665
"United Arab Emirates","ARE",2028,57.6729,2028,108.439,2028,54.9066,2028,4.98846,2028,257.456,2028,62.0636,2028,199.783,2028,108.1,2028,234.219,2028,202.55,2028,69.099,2028,129.923,2028,65.7847,2028,5.97677,2028,308.463,2028,74.3597,2028,239.364,2028,129.517,2028,280.622,2028,242.679,2028,1.09628,2028,18.8153,2028,35.3772,2028,17.9128,2028,1.62744,2028,83.9928,2028,20.2477,2028,65.1775,2028,35.2666,2028,76.4118,2028,66.08,2028,15.704,2028,4.0313,2028,396.476,2028,720.411,2028,5.60903,2028,10.1918,2028,3.27637,2028,5.07047,2028,2.73361,2028,4.84483,2028,4.89389,2028,4.87859,2028,10.5704,2028,29.5272,2028,63.7764,2028,2.25283,2028,14.9507,2028,3.23727,2028,1.35833,2028,3.52267,2028,5.47947,2028,4.77652,2028,70.1038,2028,4.98731,2028,11.2418,2028,16.8996,2028,6.46067,2028,3.70278,2028,54.3998,2028,5.00921,2028,29.435,2028,1.96962,2028,6.52652,2028,55.1531,2028,5.46464
"Argentina","ARG",2028,260.206,2028,504.097,2028,750.553,2028,7.60832,2028,914.359,2028,163.043,2028,654.154,2028,313.574,2028,1393.79,2028,163.807,2028,589.291,2028,1141.64,2028,1699.79,2028,17.2306,2028,2070.76,2028,369.246,2028,1481.47,2028,710.155,2028,3156.53,2028,370.976,2028,1.04391,2028,21.8218,2028,42.2755,2028,62.9442,2028,0.638062,2028,76.6817,2028,13.6734,2028,54.8599,2028,26.2975,2028,116.888,2028,13.7375,2028,15.6737,2028,1.17201,2028,770.858,2028,2124.8,2028,3.66267,2028,10.0958,2028,1.1245,2028,2.17442,2028,1.13903,2028,2.23039,2028,3.66829,2028,2.28186,2028,10.1425,2028,30.3647,2028,83.956,2028,5.40636,2028,45.2102,2028,1.40076,2028,0.458293,2028,2.15826,2028,2.54047,2028,5.79851,2028,55.0772,2028,2.18365,2028,6.99313,2028,9.82104,2028,2.54991,2028,2.59385,2028,39.4035,2028,2.39922,2028,18.8884,2028,3.9284,2028,8.98685,2028,9.86705,2028,5.89301
"Armenia","ARM",2028,205.881,2028,380.388,2028,193.013,2028,5.11425,2028,1043.92,2028,85.3105,2028,838.038,2028,793.378,2028,1362.55,2028,850.906,2028,307.861,2028,568.807,2028,288.619,2028,7.6475,2028,1561.01,2028,127.568,2028,1253.15,2028,1186.37,2028,2037.47,2028,1272.39,2028,0.887867,2028,0.53591,2028,0.990152,2028,0.502414,2028,0.01,2028,2.71733,2028,0.222064,2028,2.18142,2028,2.06517,2028,3.54672,2028,2.21491,2028,0.424498,2028,3.40465,2028,52.1762,2028,183.862,2028,4.20601,2028,14.8214,2028,0.800064,2028,3.98145,2028,0.09,2028,3.9529,2028,4.50192,2028,9.38969,2028,16.1259,2028,0.784306,2028,2.80938,2028,2.2238,2028,0.397965,2028,4.22545,2028,0.01,2028,4.33908,2028,3.91498,2028,8.39888,2028,2.15241,2028,4.04664,2028,4.7522,2028,0.175898,2028,3.92181,2028,3.592,2028,1.72791,2028,3.99276,2028,1.63583,2028,2.49326,2028,27.5016,2028,1.75445,2028,4.00549
"Antigua and Barbuda","ATG",2028,0.141415,2028,0.861413,2028,0.250757,2028,0.03,2028,1.95715,2028,0.776146,2028,1.81574,2028,0.21511,2028,3.51718,2028,1.70639,2028,0.176084,2028,1.07259,2028,0.312232,2028,0.04,2028,2.43696,2028,0.966422,2028,2.26087,2028,0.267845,2028,4.37943,2028,2.12473,2028,1.13061,2028,0.07,2028,0.397257,2028,0.115641,2028,0.02,2028,0.902577,2028,0.357934,2028,0.837361,2028,0.1,2028,1.62201,2028,0.786936,2028,0.05,2028,2.8118,2028,6.85309,2028,23.1514,2028,16.8372,2028,56.8802,2028,3.82547,2028,5.38306,2028,3.65079,2028,5.14188,2028,15.6474,2028,3.90742,2028,63.8886,2028,0.319042,2028,1.30266,2028,3.92642,2028,0.09,2028,3.41666,2028,0.01,2028,3.42344,2028,30.234,2028,25.2681,2028,0.724871,2028,5.32019,2028,51.8509,2028,0.287461,2028,4.94055,2028,14.2401,2028,0.672495,2028,5.31693,2028,0.08,2028,1.24486,2028,83.0891,2028,0.631998,2028,5.6057
"Australia","AUS",2028,31.1575,2028,73.0354,2028,136.934,2028,3.95422,2028,180.213,2028,29.9024,2028,149.056,2028,47.8319,2028,262.444,2028,43.2791,2028,39.8674,2028,93.4519,2028,175.213,2028,5.0596,2028,230.591,2028,38.2614,2028,190.723,2028,61.203,2028,335.808,2028,55.3774,2028,0.532158,2028,31.9713,2028,74.943,2028,140.511,2028,4.0575,2028,184.92,2028,30.6834,2028,152.949,2028,49.0812,2028,269.298,2028,44.4094,2028,23.8851,2028,2.40536,2028,631.226,2028,1743.48,2028,4.36562,2028,12.0581,2028,1.86662,2028,2.67855,2028,1.35828,2028,2.60175,2028,3.07797,2028,2.01581,2028,11.0603,2028,55.9883,2028,201.187,2028,5.60425,2028,104.973,2028,2.18835,2028,3.03127,2028,3.12736,2028,1.41116,2028,6.19053,2028,138.15,2028,2.69539,2028,5.1408,2028,22.9229,2028,2.11762,2028,2.47828,2028,114.265,2028,2.60675,2028,36.6676,2028,0.576721,2028,8.15178,2028,33.1774,2028,4.24477
"Austria","AUT",2028,8.26336,2028,28.5526,2028,27.0663,2028,0.551043,2028,54.5093,2028,4.77857,2028,46.246,2028,13.525,2028,71.0327,2028,27.4431,2028,9.842,2028,34.0073,2028,32.237,2028,0.656315,2028,64.9228,2028,5.69147,2028,55.0808,2028,16.1089,2028,84.6029,2028,32.6858,2028,1.01659,2028,12.1636,2028,42.0292,2028,39.8414,2028,0.811132,2028,80.2374,2028,7.03402,2028,68.0738,2028,19.9088,2028,104.56,2028,40.396,2028,9.38132,2028,1.2663,2028,385.496,2028,893.369,2028,8.29314,2028,19.219,2028,2.22442,2028,2.21307,2028,1.62672,2028,2.01423,2028,6.70594,2028,3.17653,2028,16.683,2028,32.4155,2028,80.6428,2028,6.22744,2028,30.7281,2028,1.51338,2028,0.625594,2028,2.02025,2028,1.03998,2028,7.75248,2028,61.8839,2028,2.14766,2028,4.71209,2028,5.42506,2028,2.14434,2028,5.62156,2028,52.5026,2028,2.24682,2028,15.3549,2028,1.48815,2028,9.78883,2028,31.1559,2028,2.77065
"Azerbaijan","AZE",2028,2.86252,2028,5.33173,2028,3.34867,2028,0.05,2028,14.3801,2028,0.773673,2028,11.5175,2028,5.23325,2028,18.2992,2028,11.0314,2028,4.64215,2028,8.64647,2028,5.43055,2028,0.08,2028,23.3202,2028,1.25467,2028,18.678,2028,8.48678,2028,29.6759,2028,17.8896,2028,1.12037,2028,2.06333,2028,3.84317,2028,2.41376,2028,0.03,2028,10.3653,2028,0.557673,2028,8.30198,2028,3.77219,2028,13.1903,2028,7.95155,2028,1.65847,2028,2.20526,2028,245.537,2028,834.492,2028,5.31828,2028,18.0749,2028,3.09046,2028,6.19643,2028,2.82328,2028,6.09087,2028,5.62826,2028,5.52432,2028,19.317,2028,3.08906,2028,10.6021,2028,3.48474,2028,1.94013,2028,4.64452,2028,0.03,2028,4.37471,2028,3.13652,2028,10.2593,2028,8.33143,2028,6.13749,2028,3.22673,2028,0.448246,2028,5.39248,2028,4.48929,2028,6.67297,2028,6.63673,2028,3.03201,2028,2.09164,2028,19.5895,2028,6.3913,2028,6.60036
