"country","countryiso3","EN.POP.DNST_2013","EN.POP.DNST_2014","EN.POP.DNST_2015","EN.POP.DNST_2016","EN.POP.DNST_2017","EN.POP.DNST_2018","EN.POP.DNST_2019"
"Fragile and conflict affected situations","FCS",42.7388142624664,43.7614533479752,44.7788441867697,45.7871785555422,46.7929512471809,47.8506556764482,NA
"France","FRA",120.53300011079,121.105324096186,121.536703849107,121.857824759823,122.114008137994,122.299437237519,NA
"French Polynesia","PYF",73.8601092896175,74.2363387978142,74.624043715847,75.0204918032787,75.4379781420765,75.8685792349727,NA
"Gabon","GAB",7.0519307641557,7.31090154073039,7.55883882485349,7.79242053789731,8.01343967089688,8.22476423332169,NA
"Gambia, The","GMB",194.042588932806,200.004150197628,206.112648221344,212.365513833992,218.764229249012,225.30652173913,NA
"Georgia","GEO",65.0419538822212,65.0725007872914,65.1750586094685,65.2140557752196,65.2227859617201,65.197330207495,65.0477623429791
"Germany","DEU",231.155712565925,232.108053883634,234.153668555637,235.712929356538,236.595494618731,237.30759674834,NA
"Ghana","GHA",116.936107937066,119.646971960974,122.392568339633,125.173358530368,127.983963259207,130.821429199262,NA
"Gibraltar","GIB",3369.2,3372.5,3373.6,3373.7,3372.8,3371.8,NA
"Greece","GRC",85.067579519007,84.5028161365399,83.947889837083,83.5994647013189,83.4342823894492,83.2651823118697,NA
"Greenland","GRL",0.137612376659764,0.137154342794494,0.136713363381654,0.136888780606651,0.136854671701791,0.136491655500061,NA
"Grenada","GRD",318.147058823529,320.3,322.35,324.297058823529,326.1,327.805882352941,NA
"Guam","GUM",297.05,298.177777777778,299.727777777778,301.761111111111,304.224074074074,306.977777777778,NA
"Guatemala","GTM",140.388027248973,142.836095558044,145.27266703994,147.701474430758,150.125214632325,152.547125793206,NA
"Guinea","GIN",44.3301725541266,45.3808277714472,46.5248575614521,47.7716140322318,49.1109352108091,50.5222122741332,NA
"Guinea-Bissau","GNB",58.6151137980085,60.1863086770982,61.7781650071124,63.3868065433855,65.0123044096728,66.6539473684211,NA
"Guyana","GUY",3.85717551435103,3.87797815595631,3.89856235712471,3.91854711709423,3.93813055626111,3.95734823469647,NA
"Haiti","HTI",377.382910014514,382.765166908563,388.082075471698,393.322568940493,398.489332365747,403.59854862119,NA
"Heavily indebted poor countries (HIPC)","HPC",39.0713406932401,40.1832584900496,41.3221159053859,42.4878378477195,43.6800362578349,44.8957816454125,NA
"High income","HIC",33.8827476756383,34.0818308992124,34.2759762487505,34.4583339470871,34.6273338931752,34.7828915938853,NA
"Honduras","HND",78.6354544642059,80.0392260255608,81.4453123603539,82.8563321118956,84.2703816248101,85.6870319063366,NA
"Hong Kong SAR, China","HKG",6837.04761904762,6885.2380952381,6944.09523809524,6987.2380952381,7039.71428571429,7096.19047619048,NA
"Hungary","HUN",109.27959792334,108.985618027173,108.726698332045,108.406307301447,108.118480061858,107.981486799956,NA
"IBRD only","IBD",64.260500493378,64.8886243082005,65.509768328239,66.1279841313372,66.7391557693146,67.3180797474796,NA
"Iceland","ISL",3.22956608478803,3.2656957605985,3.29990024937656,3.34602493765586,3.42543640897756,3.51841396508728,NA
"IDA & IBRD total","IBT",64.5038613326096,65.3344702954416,66.1679430610053,67.0084787019238,67.8525294838388,68.6892101718745,NA
"IDA blend","IDB",112.058842121404,114.695676722273,117.380135580187,120.106727285627,122.869640703351,125.673773106878,NA
"IDA only","IDX",53.9237147199241,55.1133730092649,56.3345212928066,57.593612463241,58.8898590654963,60.2598970012306,NA
"IDA total","IDA",65.2756689311038,66.748525502322,68.2554249823816,69.8010729106559,71.3837278480299,73.040031848536,NA
"India","IND",430.798613273958,435.762323968532,440.655458615157,445.484341397623,450.243285831043,454.938072575247,NA
"Indonesia","IDN",138.998990930519,140.833091738106,142.629462841624,144.379861666952,146.086480787383,147.75219008926,NA
"Iran, Islamic Rep.","IRN",46.9571594341708,47.5611833542081,48.1913940666519,48.8494412927626,49.5309014219406,50.222420123284,NA
"Iraq","IRQ",76.3762056428309,79.2668300149446,81.9395670397835,84.3314214728393,86.5016316022141,88.5305700354617,NA
"Ireland","IRL",67.1188271156917,67.6112643344462,68.2531136594571,69.027943097692,69.7835389751778,70.6534475250399,NA
"Isle of Man","IMN",147.326315789474,146.470175438597,146.024561403509,146.117543859649,146.663157894737,147.50350877193,NA
"Israel","ISR",372.435304990758,379.653419593346,387.250462107209,394.916820702403,402.647874306839,410.480591497227,NA
"Italy","ITA",204.779859930645,206.667369279935,206.468287210172,206.117828245053,205.809169103148,205.418372203713,NA
"Jamaica","JAM",263.962049861496,265.478855032318,266.945614035088,268.350692520776,269.700184672207,270.993074792244,NA
"Japan","JPN",349.585802062761,349.122229536976,348.751920122888,348.350096006144,347.777586679833,347.073458415624,NA
"Jordan","JOR",95.9722910565443,100.473631448524,104.3768303672,107.585796350529,110.150630772697,112.14249831043,NA
"Kazakhstan","KAZ",6.31016409230655,6.40378004963514,6.49805756195133,6.59112308775049,6.68140015557284,6.76982572137645,NA
"Kenya","KEN",79.9801261552518,82.0535913834909,84.1240046385775,86.1856239238149,88.2409828864603,90.2994166637383,NA
"Kiribati","KIR",133.197530864198,135.050617283951,136.950617283951,138.918518518519,140.935802469136,143.020987654321,NA
"Korea, Dem. People’s Rep.","PRK",207.038053317831,208.103579436924,209.150676854082,210.17975251225,211.194958890458,212.190175234615,NA
"Korea, Rep.","KOR",517.612290578727,520.852499230217,523.525547744882,525.370051470148,526.848248951154,529.358501289308,NA
"Kosovo","XKX",166.99889776798,166.507853403141,164.250574079177,163.27335354092,164.508404519151,NA,NA
"Kuwait","KWT",197.888664421998,207.123512906846,215.240796857464,222.046857463524,227.614983164983,232.172390572391,NA
"Kyrgyz Republic","KGZ",29.8206465067779,30.4249217935349,31.0578727841502,31.6970802919708,32.3159541188738,32.9655891553702,NA
"Lao PDR","LAO",28.3418717504333,28.7684402079723,29.2078162911612,29.6613778162912,30.125801559792,30.5957842287695,NA
"Late-demographic dividend","LTE",49.8730829445095,50.1778864012448,50.4820106459231,50.79647352569,51.1135527730753,51.3900278827792,NA
"Latin America & Caribbean","LCN",30.4198271919214,30.7396318936835,31.0539334286253,31.362515271189,31.6649404813693,31.9606855829336,NA
"Latin America & Caribbean (excluding high income)","LAC",30.4168498243611,30.741976283629,31.0602021249355,31.3710559426845,31.6751040147895,31.9740951252252,NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA",29.8042682554652,30.1270495537193,30.4450727043962,30.7579652490723,31.0657907622876,31.3689062356742,NA
"Latvia","LVA",32.362871844348,32.0646831778707,31.8032647153426,31.5139433901576,31.2358957864265,30.9934705693149,NA
"Least developed countries: UN classification","LDC",50.54369688951,51.7500903304823,52.983280957349,54.2431328378037,55.5297414713504,56.8413289019083,NA
"Lebanon","LBN",578.164320625611,612.161290322581,638.580449657869,656.023558162268,665.872238514174,669.494134897361,NA
"Lesotho","LSO",66.8155138339921,67.306884057971,67.8201910408432,68.3465415019763,68.8870882740448,69.437812911726,NA
"Liberia","LBR",44.106457641196,45.2606416112957,46.4309593023256,47.6203073089701,48.8188122923588,50.0309073920266,NA
"Libya","LBY",3.59205189992839,3.61573877263376,3.64772326858156,3.6896938972686,3.74002523386794,3.79563238119054,NA
"Liechtenstein","LIE",230.8375,232.64375,234.1875,235.3625,236.25,236.9375,NA
"Lithuania","LTU",47.1908895093738,46.805538707103,46.3672785315243,45.7876649942685,45.151861559541,44.7230757742448,NA
"Low & middle income","LMY",64.9204543005363,65.76452606633,66.6113438609083,67.4649712470463,68.3217544724846,69.1712662558264,NA
"Low income","LIC",45.8476989568071,47.0184082492209,48.2222686670728,49.4650321436737,50.7453312932772,52.0668028036382,NA
"Lower middle income","LMC",121.769787685082,123.613426061628,125.468177369023,127.32927530852,129.193114294168,131.060701635225,NA
"Luxembourg","LUX",223.604938271605,228.937860082305,234.404938271605,239.511934156379,245.405761316872,250.185185185185,NA
"Macao SAR, China","MAC",19055.1816980769,19478.8120651133,19805.4278801043,20159.0792003315,20479.7699938293,20777.5002607232,NA
"Madagascar","MDG",39.4658869027157,40.5463853557924,41.6536404262633,42.788552767274,43.9507390855964,45.1398556204881,NA
"Malawi","MWI",168.002428935087,172.778319898176,177.612462876538,182.491397963513,187.423207467119,192.440761561307,NA
"Malaysia","MYS",89.693720894841,90.9041515751027,92.1350235884949,93.3946248668391,94.6736508902755,95.9628214883579,NA
"Maldives","MDV",1385.31,1450.05,1516.38333333333,1585.04333333333,1654.67333333333,1718.98666666667,NA
"Mali","MLI",13.4813955203698,13.8783468148403,14.2918545472426,14.7234684762209,15.1717306321147,15.635015858186,NA
"Malta","MLT",1331.146875,1357.99375,1390.790625,1422.9875,1462.496875,1514.46875,NA
"Marshall Islands","MHL",316.322222222222,317.661111111111,319.105555555556,320.75,322.544444444444,324.516666666667,NA
"Mauritania","MRT",3.70378771708548,3.81381197244591,3.92577956728437,4.03952071407781,4.15501503832347,4.27216357815077,NA
"Mauritius","MUS",620.026108374384,621.149753694581,621.972906403941,622.400492610837,622.962068965517,623.30197044335,NA
"Mexico","MEX",61.1266550065588,61.9126664780473,62.6859013863525,63.4447264590139,64.1875171686515,64.9146264050001,NA
"Micronesia, Fed. Sts.","FSM",151.322857142857,153.494285714286,155.564285714286,157.45,159.227142857143,160.914285714286,NA
"Middle East & North Africa","MEA",36.5286591453917,37.2373829413598,37.9403091435777,38.6331305941498,39.3154160837346,39.9977120870057,NA
"Middle East & North Africa (excluding high income)","MNA",40.6545093259537,41.3879987886544,42.1214955421037,42.8506758252235,43.5763129202665,44.3111694561864,NA
"Middle East & North Africa (IDA & IBRD countries)","TMN",40.2107412108224,40.9335446669565,41.6563549556946,42.374810791177,43.0907955401571,43.8129297485221,NA
"Middle income","MIC",67.923084946056,68.7154634572937,69.5060774388101,70.2984467201523,71.0885618320653,71.8641486028969,NA
"Moldova","MDA",99.5470278928858,99.5210227470652,98.7400285644616,97.6127773713728,95.9751280175567,94.2644302783293,94.018880412443
"Monaco","MCO",18450.5,18661,18859,19035,19196,NA,NA
"Mongolia","MNG",1.85496022039702,1.89249723216355,1.93004389917351,1.9673260125132,2.00428628440485,2.04060866654651,NA
"Montenegro","MNE",46.1863940520446,46.2312267657993,46.2571747211896,46.2678810408922,46.2730855018587,46.2622304832714,NA
"Morocco","MAR",75.5449092538651,76.6129218014788,77.6688393457316,78.7055702442303,79.7250593771006,80.7285189334528,NA
"Mozambique","MOZ",32.5042918182049,33.426794933747,34.3879574760294,35.3899412497775,36.4315051247489,37.508535313716,NA
"Myanmar","MMR",79.3967829362406,80.0526842040791,80.6650425675262,81.2231671464445,81.7397271390948,82.2386154835549,NA
"Namibia","NAM",2.71290796681607,2.76139634879569,2.81177227951269,2.86416815459923,2.91829489001445,2.97374558175127,NA
"Nauru","NRU",541.05,592.65,623.75,652.45,643.8,635.2,NA
"Nepal","NPL",187.777509591908,187.700913847227,188.455047087548,190.171824206488,192.724966864318,195.939107080572,NA
"Netherlands","NLD",498.795844464233,500.593885425942,502.817542297418,505.500563965568,508.497951914515,511.475927574948,NA
"New Caledonia","NCL",14.4228665207877,14.6635667396061,14.9015317286652,15.1285557986871,15.3364332603939,15.5393873085339,NA
"New Zealand","NZL",16.8702290076336,17.1269606167635,17.4535718354791,17.8238578101857,18.2062967604724,18.3851733697923,NA
"Nicaragua","NIC",50.3777131460861,51.0448146917068,51.7138108692039,52.3846933687884,53.0567974073459,53.7270483629716,NA
"Niger","NER",14.6082379411068,15.1891979158443,15.7903710428673,16.4118086366148,17.0541343648851,17.7176505881424,NA
"Nigeria","NGA",188.594012758435,193.687651108403,198.883854321069,204.179198919596,209.573559735169,215.064988965381,NA
"North America","NAC",19.2501495533345,19.3960797838528,19.5386009877527,19.6872795897404,19.8230935896869,19.9446030981652,NA
"North Macedonia","MKD",82.3182791435369,82.3860031720857,82.4475812846947,82.503766851705,82.5533703409992,82.5915146708961,NA
"Northern Mariana Islands","MNP",119.095652173913,120.228260869565,121.260869565217,122.147826086957,122.960869565217,123.65652173913,NA
"Norway","NOR",13.912086861994,14.0698665657304,14.2105725713798,14.3363164960781,14.4525759458847,14.5482916341657,NA
"OECD members","OED",36.8339398247078,37.0794216586071,37.3237268398614,37.5608955883811,37.7919367502269,38.0102885902071,NA
"Oman","OMN",12.1641518578352,13.0121486268174,13.7878772213247,14.472436187399,15.075718901454,15.6041453957997,NA
"Other small states","OSS",13.6798696546316,13.9603128111125,14.2479210539112,14.5400849448343,14.8383003899119,15.1392178420061,NA
"Pacific island small states","PSS",35.7648130841121,36.2170716510903,36.6927102803738,37.2010436137072,37.7271962616822,38.2767445482866,NA
"Pakistan","PAK",248.10984718763,253.355677926526,258.700399543379,264.149133457866,269.687481838937,275.289318700706,NA
"Palau","PLW",38.2739130434783,38.3173913043478,38.4021739130435,38.5326086956522,38.7130434782609,38.9282608695652,NA
"Panama","PAN",51.593179983858,52.4793516276567,53.3829297820823,54.3055959106807,55.2430858218994,56.1860774818402,NA
"Papua New Guinea","PNG",17.1982047431877,17.5478757231816,17.9034911451663,18.2656008479442,18.6327540520249,19.0043633794109,NA
"Paraguay","PRY",16.3862975081802,16.6109388371508,16.8355046564309,17.0598338786811,17.2843241882708,17.5083589227284,NA
"Peru","PER",23.26092734375,23.50809296875,23.8052609375,24.1609625,24.56585703125,24.99160625,NA
"Philippines","PHL",331.594566857833,337.100103967535,342.466418486099,347.667193211926,352.72919475467,357.688305329175,NA
"Poland","POL",124.229110740995,124.144273163722,124.061569613639,124.008253045495,124.0237303635,124.023482151605,NA
"Portugal","PRT",114.156134532831,113.541775697936,113.072524887763,112.71638943829,112.441821058412,112.2619412173,NA
"Post-demographic dividend","PST",34.5491840407145,34.7061555807482,34.8613607025828,35.0043403668486,35.1332284224799,35.2498297631402,NA
"Pre-demographic dividend","PRE",44.8861832160592,46.2035851717826,47.5430449453838,48.902542900271,50.2836403648326,51.6874400219725,NA
"Puerto Rico","PRI",405.081961668546,398.520180383315,391.570687711387,384.066741826381,374.891319052988,360.017361894025,NA
"Qatar","QAT",201.255297157623,211.817226528854,220.991386735573,228.628251507321,234.687683031869,239.593195521103,NA
"Romania","ROU",86.8742903099596,86.5306806328234,86.1248956884562,85.6322453059805,85.132519123783,84.633801286509,NA
"Russian Federation","RUS",8.76278525750037,8.78187748941037,8.79880404497318,8.8137962870805,8.82322079860193,8.82206795315588,NA
"Rwanda","RWA",438.246574787191,449.275841102554,460.846007296311,472.99627077422,485.648034049453,498.659870287799,NA
"Samoa","WSM",67.3911660777385,67.9226148409894,68.3791519434629,68.7402826855124,69.0289752650177,69.3038869257951,NA
"San Marino","SMR",542.55,549.133333333333,554.533333333333,558.4,561.183333333333,563.083333333333,NA
"Sao Tome and Principe","STP",200.090625,203.882291666667,207.741666666667,211.694791666667,215.717708333333,219.820833333333,NA
"Saudi Arabia","SAU",13.9799310598272,14.3820709032465,14.754530653257,15.0917443910517,15.3971721504031,15.6766543082956,NA
"Senegal","SEN",71.5858307796188,73.6234924427362,75.7204539552278,77.8763205734171,80.0881992416766,82.3474783150678,NA
"Serbia","SRB",81.9132403384404,81.529567802424,81.1271781385776,80.7034301394923,80.275074319689,79.8376857992225,NA
"Seychelles","SYC",195.541304347826,198.60652173913,203.084782608696,205.819565217391,208.354347826087,210.352173913043,NA
"Sierra Leone","SLE",95.0953172623996,97.2172901080632,99.3615128844555,101.535577722361,103.746619562206,105.987170961485,NA
"Singapore","SGP",7636.72168748833,7714.70223171084,7806.77275159112,7908.72056321932,7915.73043612911,7952.9984184018,NA
"Sint Maarten (Dutch part)","SXM",1076.67647058824,1108.38235294118,1141.91176470588,1175.55882352941,1193.35294117647,NA,NA
"Slovak Republic","SVK",112.572642236492,112.700686356073,112.803144205344,112.953369384359,113.128785357737,113.285586522463,NA
"Slovenia","SVN",102.281678252234,102.382323733863,102.446108744427,102.524180819215,102.59100635951,102.96366052404,NA
"Small states","SST",14.8806232176405,15.1401113813003,15.4054879853105,15.6747551810397,15.9487810912889,16.2249514526964,NA
"Solomon Islands","SLB",20.4121114683816,20.9745980707396,21.5476241514827,22.1306538049303,22.7237584851733,23.324687388353,NA
"Somalia","SOM",20.8239646762521,21.3976089520834,21.9931791373099,22.6123202728983,23.2555217266554,23.9234769024771,NA
"South Africa","ZAF",44.2582462966474,44.9645046946228,45.6572612089787,46.3309845106299,46.987817062213,47.6301197767684,NA
"South Asia","SAS",357.486015666216,362.06917905271,366.632890589216,371.189058095032,375.730175506376,380.247133746081,NA
"South Asia (IDA & IBRD)","TSA",357.486015666216,362.06917905271,366.632890589216,371.189058095032,375.730175506376,380.247133746081,NA
"Spain","ESP",93.2009456028468,92.9227364506907,92.9526830143124,93.0492658676261,93.2678044400906,93.6771974435832,NA
"Sri Lanka","LKA",328.257056290863,331.334715356403,334.396428001914,338.111943868601,341.955031095519,345.558922022006,NA
"St. Kitts and Nevis","KNA",193.580769230769,195.284615384615,196.934615384615,198.557692307692,200.173076923077,201.696153846154,NA
"St. Lucia","LCA",291.004918032787,292.288524590164,293.649180327869,295.12131147541,296.647540983607,298.17868852459,NA
"St. Martin (French part)","MAF",670.091911764706,662.040441176471,659.154411764706,662.959558823529,672.058823529412,NA,NA
"St. Vincent and the Grenadines","VCT",278.517948717949,279.130769230769,279.866666666667,280.664102564103,281.607692307692,282.589743589744,NA
"Sub-Saharan Africa","SSF",44.3943622838012,45.6145052330678,46.861950891294,48.1362001614162,49.4367679749432,50.7620843086558,NA
"Sub-Saharan Africa (excluding high income)","SSA",44.3360728507859,45.5561850633283,46.8036013023405,48.0778998609297,49.3785115736808,50.7039075235864,NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",44.3943622838012,45.6145052330678,46.861950891294,48.1362001614162,49.4367679749432,50.7620843086558,NA
"Suriname","SUR",3.50827564102564,3.5466217948718,3.58425,3.62107692307692,3.65702564102564,3.69225,NA
"Sweden","SWE",23.5684661462169,23.8052343423928,24.0582995752621,24.3624880312293,24.6929807763129,24.9814981218237,NA
"Switzerland","CHE",204.710643792066,207.223625813169,209.596006562314,211.89740340796,213.883991070172,215.465350480429,NA
