"country","countryiso3","EN.POP.DNST_2013","EN.POP.DNST_2014","EN.POP.DNST_2015","EN.POP.DNST_2016","EN.POP.DNST_2017","EN.POP.DNST_2018","EN.POP.DNST_2019"
"Syrian Arab Republic","SYR",106.650732451125,101.920557643087,98.009083483091,95.0494635952731,92.9477863094266,92.0671077710614,NA
"Tajikistan","TJK",57.5862317805087,59.4644505373958,60.9123712083003,62.4222134159522,63.9834858419194,65.5727141724908,NA
"Tanzania","TZA",54.7327455407541,56.4007925039512,58.1199288778505,59.8902573944457,61.7113411605329,63.5790787988259,NA
"Thailand","THA",133.383900643974,133.959815224412,134.499620270508,135.002311652215,135.469196891699,135.897206835131,NA
"Timor-Leste","TLS",77.558507061197,78.9731674512441,80.4507061197041,81.9965030262273,83.6086751849361,85.270477471419,NA
"Togo","TGO",127.867641110498,131.23730465159,134.641625298768,138.075969847398,141.542103327818,145.046773303916,NA
"Tonga","TON",141.344444444444,140.316666666667,139.973611111111,140.4625,141.663888888889,143.329166666667,NA
"Trinidad and Tobago","TTO",263.879142300195,265.563742690058,267.120467836257,268.530994152047,269.799610136452,270.927485380117,NA
"Tunisia","TUN",70.5004570030896,71.2100991246138,71.9615666838311,72.7596936148301,73.5932221936148,74.4413233779609,NA
"Turkey","TUR",98.6559307719294,100.349397762561,102.035275392072,103.714413419435,105.377768538129,106.960128893104,NA
"Turkmenistan","TKM",11.4195199285,11.6322175643181,11.8427999914881,12.0493945906837,12.2521843678846,12.4505947694337,NA
"Turks and Caicos Islands","TCA",36.5589473684211,37.2305263157895,37.8747368421053,38.4831578947368,39.0684210526316,39.6473684210526,NA
"Tuvalu","TUV",361.9,365.733333333333,369.966666666667,374.166666666667,379,383.6,NA
"Uganda","UGA",178.013395172551,184.082126471175,190.63162278077,197.723449032515,205.27860063834,213.061734490325,NA
"Ukraine","UKR",78.5224884347166,78.1511091163321,77.9472043363428,77.6893680194721,77.389796129745,77.0296708039151,NA
"United Arab Emirates","ARE",129.511546043368,129.740566037736,130.426640382991,131.807659814137,133.584947901999,135.609110109828,NA
"United Kingdom","GBR",265.069536642831,267.028884388046,269.153139337825,271.200731616583,273.049472988054,274.708981936924,NA
"United States","USA",34.5445726773232,34.7968069685223,35.0519778254415,35.3040869447341,35.5275628537883,35.7136220923495,NA
"Upper middle income","UMC",47.4172769896378,47.8093071085321,48.1946701037849,48.5800169362803,48.9612374707133,49.3167042229663,NA
"Uruguay","URY",19.366009598903,19.4288309907439,19.4949662895669,19.5642326591247,19.635733059079,19.7080276539824,NA
"Uzbekistan","UZB",71.093559003291,72.3030089327692,73.575223319229,74.8657733897508,76.1368124118477,77.4708509637988,NA
"Vanuatu","VUT",21.0529122231337,21.647908121411,22.2420016406891,22.8326497128794,23.4216570959803,24.0098441345365,NA
"Venezuela, RB","VEN",33.7663068987019,34.0628467773936,34.1044487273964,33.8372870018706,33.3205702624568,32.7307919052208,NA
"Vietnam","VNM",292.687044860838,295.786741703486,298.890818202341,301.992208211049,305.08156867804,308.125245912213,NA
"Virgin Islands (U.S.)","VIR",308.697142857143,308.24,307.742857142857,307.171428571429,306.48,305.648571428571,NA
"West Bank and Gaza","PSE",677.194019933555,693.255481727575,709.317607973422,725.429900332226,740.000830564784,758.984551495017,NA
"World","WLD",56.3003305181971,56.9651804710626,57.6308320818232,58.2961280767276,58.9618534562478,59.6178807531312,NA
"Yemen, Rep.","YEM",47.6298066178003,48.9108945584029,50.1882474383014,51.4578669242571,52.7204594958047,53.9778529083092,NA
"Zambia","ZMB",20.0789679710515,20.7155772878301,21.3607406610258,22.0120085015941,22.6713945573656,23.3414789007116,NA
"Zimbabwe","ZWE",34.5104200594546,35.1213157554608,35.7105570634613,36.2682952048598,36.8017190125372,37.3245909267158,NA
