"country","countryiso3","region","confirmed.01_22_2020","deaths.01_22_2020","recovered.01_22_2020","confirmed.01_23_2020","deaths.01_23_2020","recovered.01_23_2020","confirmed.01_24_2020","deaths.01_24_2020","recovered.01_24_2020","confirmed.01_25_2020","deaths.01_25_2020","recovered.01_25_2020","confirmed.01_26_2020","deaths.01_26_2020","recovered.01_26_2020","confirmed.01_27_2020","deaths.01_27_2020","recovered.01_27_2020","confirmed.01_28_2020","deaths.01_28_2020","recovered.01_28_2020","confirmed.01_29_2020","deaths.01_29_2020","recovered.01_29_2020","confirmed.01_30_2020","deaths.01_30_2020","recovered.01_30_2020","confirmed.01_31_2020","deaths.01_31_2020","recovered.01_31_2020","confirmed.02_01_2020","deaths.02_01_2020","recovered.02_01_2020","confirmed.02_02_2020","deaths.02_02_2020","recovered.02_02_2020","confirmed.02_03_2020","deaths.02_03_2020","recovered.02_03_2020","confirmed.02_04_2020","deaths.02_04_2020","recovered.02_04_2020","confirmed.02_05_2020","deaths.02_05_2020","recovered.02_05_2020","confirmed.02_06_2020","deaths.02_06_2020","recovered.02_06_2020","confirmed.02_07_2020","deaths.02_07_2020","recovered.02_07_2020","confirmed.02_08_2020","deaths.02_08_2020","recovered.02_08_2020","confirmed.02_09_2020","deaths.02_09_2020","recovered.02_09_2020","confirmed.02_10_2020","deaths.02_10_2020","recovered.02_10_2020","confirmed.02_11_2020","deaths.02_11_2020","recovered.02_11_2020","confirmed.02_12_2020","deaths.02_12_2020","recovered.02_12_2020","confirmed.02_13_2020","deaths.02_13_2020","recovered.02_13_2020","confirmed.02_14_2020","deaths.02_14_2020","recovered.02_14_2020","confirmed.02_15_2020","deaths.02_15_2020","recovered.02_15_2020","confirmed.02_16_2020","deaths.02_16_2020","recovered.02_16_2020","confirmed.02_17_2020","deaths.02_17_2020","recovered.02_17_2020","confirmed.02_18_2020","deaths.02_18_2020","recovered.02_18_2020","confirmed.02_19_2020","deaths.02_19_2020","recovered.02_19_2020","confirmed.02_20_2020","deaths.02_20_2020","recovered.02_20_2020","confirmed.02_21_2020","deaths.02_21_2020","recovered.02_21_2020","confirmed.02_22_2020","deaths.02_22_2020","recovered.02_22_2020","confirmed.02_23_2020","deaths.02_23_2020","recovered.02_23_2020","confirmed.02_24_2020","deaths.02_24_2020","recovered.02_24_2020","confirmed.02_25_2020","deaths.02_25_2020","recovered.02_25_2020","confirmed.02_26_2020","deaths.02_26_2020","recovered.02_26_2020","confirmed.02_27_2020","deaths.02_27_2020","recovered.02_27_2020","confirmed.02_28_2020","deaths.02_28_2020","recovered.02_28_2020","confirmed.02_29_2020","deaths.02_29_2020","recovered.02_29_2020","confirmed.03_01_2020","deaths.03_01_2020","recovered.03_01_2020","confirmed.03_02_2020","deaths.03_02_2020","recovered.03_02_2020","confirmed.03_03_2020","deaths.03_03_2020","recovered.03_03_2020","confirmed.03_04_2020","deaths.03_04_2020","recovered.03_04_2020","confirmed.03_05_2020","deaths.03_05_2020","recovered.03_05_2020","confirmed.03_06_2020","deaths.03_06_2020","recovered.03_06_2020","confirmed.03_07_2020","deaths.03_07_2020","recovered.03_07_2020","confirmed.03_08_2020","deaths.03_08_2020","recovered.03_08_2020","confirmed.03_09_2020","deaths.03_09_2020","recovered.03_09_2020","confirmed.03_10_2020","deaths.03_10_2020","recovered.03_10_2020","confirmed.03_11_2020","deaths.03_11_2020","recovered.03_11_2020","confirmed.03_12_2020","deaths.03_12_2020","recovered.03_12_2020","confirmed.03_13_2020","deaths.03_13_2020","recovered.03_13_2020","confirmed.03_14_2020","deaths.03_14_2020","recovered.03_14_2020","confirmed.03_15_2020","deaths.03_15_2020","recovered.03_15_2020","confirmed.03_16_2020","deaths.03_16_2020","recovered.03_16_2020","confirmed.03_17_2020","deaths.03_17_2020","recovered.03_17_2020","confirmed.03_18_2020","deaths.03_18_2020","recovered.03_18_2020","confirmed.03_19_2020","deaths.03_19_2020","recovered.03_19_2020","confirmed.03_20_2020","deaths.03_20_2020","recovered.03_20_2020","confirmed.03_21_2020","deaths.03_21_2020","recovered.03_21_2020","confirmed.03_22_2020","deaths.03_22_2020","recovered.03_22_2020","confirmed.03_23_2020","deaths.03_23_2020","recovered.03_23_2020","confirmed.03_24_2020","deaths.03_24_2020","recovered.03_24_2020","confirmed.03_25_2020","deaths.03_25_2020","recovered.03_25_2020","confirmed.03_26_2020","deaths.03_26_2020","recovered.03_26_2020","confirmed.03_27_2020","deaths.03_27_2020","recovered.03_27_2020","confirmed.03_28_2020","deaths.03_28_2020","recovered.03_28_2020","confirmed.03_29_2020","deaths.03_29_2020","recovered.03_29_2020","confirmed.03_30_2020","deaths.03_30_2020","recovered.03_30_2020","confirmed.03_31_2020","deaths.03_31_2020","recovered.03_31_2020","confirmed.04_01_2020","deaths.04_01_2020","recovered.04_01_2020","confirmed.04_02_2020","deaths.04_02_2020","recovered.04_02_2020","confirmed.04_03_2020","deaths.04_03_2020","recovered.04_03_2020","confirmed.04_04_2020","deaths.04_04_2020","recovered.04_04_2020","confirmed.04_05_2020","deaths.04_05_2020","recovered.04_05_2020","confirmed.04_06_2020","deaths.04_06_2020","recovered.04_06_2020","confirmed.04_07_2020","deaths.04_07_2020","recovered.04_07_2020","confirmed.04_08_2020","deaths.04_08_2020","recovered.04_08_2020","confirmed.04_09_2020","deaths.04_09_2020","recovered.04_09_2020","confirmed.04_10_2020","deaths.04_10_2020","recovered.04_10_2020","confirmed.04_11_2020","deaths.04_11_2020","recovered.04_11_2020","confirmed.04_12_2020","deaths.04_12_2020","recovered.04_12_2020","confirmed.04_13_2020","deaths.04_13_2020","recovered.04_13_2020","confirmed.04_14_2020","deaths.04_14_2020","recovered.04_14_2020","confirmed.04_15_2020","deaths.04_15_2020","recovered.04_15_2020","confirmed.04_16_2020","deaths.04_16_2020","recovered.04_16_2020","confirmed.04_17_2020","deaths.04_17_2020","recovered.04_17_2020","confirmed.04_18_2020","deaths.04_18_2020","recovered.04_18_2020","confirmed.04_19_2020","deaths.04_19_2020","recovered.04_19_2020"
"China","CHN","Shanghai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,3,320,344,3,321,346,3,324,353,3,324,353,3,324,355,3,325,358,3,325,361,3,326,363,3,326,371,3,326,380,3,327,394,4,328,404,4,329,414,4,330,433,5,330,451,5,331,468,5,334,485,5,334,492,5,334,498,5,338,509,5,341,516,6,341,522,6,343,526,6,348,529,6,356,531,6,383,536,6,389,538,6,406,543,7,418,552,7,422,555,7,435,555,7,438,607,7,446,618,7,446,618,7,468,622,7,485,628,7,489,628,7,512,628,7,512,635,7,521
"China","CHN","Hebei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,6,307,318,6,308,318,6,310,318,6,310,318,6,310,318,6,310,318,6,310,318,6,310,318,6,310,318,6,310,318,6,310,319,6,310,319,6,310,319,6,310,319,6,310,319,6,310,319,6,310,319,6,310,319,6,310,321,6,310,321,6,310,323,6,310,325,6,310,326,6,310,326,6,310,327,6,310,327,6,310,327,6,312,327,6,312,327,6,313,327,6,313,327,6,313,327,6,313,327,6,313,327,6,314,327,6,314,328,6,315,328,6,316,328,6,316,328,6,316
"China","CHN","Fujian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,1,295,296,1,295,296,1,295,296,1,295,296,1,295,296,1,295,296,1,295,296,1,295,296,1,295,299,1,295,303,1,295,307,1,295,313,1,295,318,1,295,322,1,295,328,1,295,331,1,295,337,1,295,338,1,295,340,1,295,343,1,295,345,1,298,345,1,299,349,1,300,350,1,301,350,1,303,350,1,305,351,1,305,351,1,308,351,1,308,351,1,311,351,1,317,352,1,321,352,1,325,353,1,329,353,1,331,353,1,333,354,1,334,355,1,336,355,1,339
"China","CHN","Guangxi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,2,238,252,2,241,252,2,243,252,2,243,252,2,243,252,2,248,253,2,248,253,2,250,253,2,250,254,2,250,254,2,250,254,2,250,254,2,250,254,2,250,254,2,250,254,2,250,254,2,250,254,2,250,254,2,250,254,2,250,254,2,250,254,2,250,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252,254,2,252
"China","CHN","Shaanxi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,232,245,2,232,245,2,232,245,2,232,245,2,232,245,2,233,246,3,236,246,3,237,246,3,237,247,3,237,248,3,239,248,3,239,248,3,239,249,3,240,250,3,240,253,3,242,253,3,242,253,3,242,253,3,242,253,3,242,253,3,242,255,3,242,255,3,242,255,3,244,256,3,245,256,3,245,256,3,246,256,3,246,256,3,246,256,3,246,256,3,246,256,3,248,256,3,248,256,3,248,256,3,248,256,3,251,256,3,251,256,3,252,256,3,252,256,3,252
"China","CHN","Yunnan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,2,170,174,2,170,174,2,170,174,2,172,174,2,172,176,2,172,176,2,172,176,2,172,176,2,172,176,2,172,176,2,172,176,2,172,176,2,172,176,2,172,176,2,172,178,2,172,180,2,172,180,2,172,180,2,172,180,2,172,182,2,172,182,2,172,183,2,172,184,2,172,184,2,172,184,2,172,184,2,172,184,2,173,184,2,173,184,2,173,184,2,173,184,2,174,184,2,174,184,2,174,184,2,175,184,2,176,184,2,176,184,2,177,184,2,177,184,2,178
"China","CHN","Hainan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,6,159,168,6,160,168,6,160,168,6,160,168,6,160,168,6,161,168,6,161,168,6,161,168,6,161,168,6,161,168,6,161,168,6,161,168,6,161,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162,168,6,162
"China","CHN","Guizhou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,2,133,146,2,137,146,2,140,146,2,143,146,2,143,146,2,144,147,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,146,2,144,147,2,145
"China","CHN","Tianjin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,3,131,136,3,132,136,3,132,136,3,132,136,3,133,136,3,133,136,3,133,136,3,133,137,3,133,137,3,133,137,3,133,137,3,133,141,3,133,145,3,133,145,3,133,151,3,133,155,3,133,161,3,133,166,3,133,174,3,133,174,3,135,176,3,135,176,3,135,180,3,140,180,3,144,180,3,144,180,3,144,180,3,151,180,3,152,182,3,152,183,3,158,183,3,161,183,3,161,184,3,164,185,3,168,185,3,171,186,3,172,189,3,173,189,3,173,189,3,174
"China","CHN","Shanxi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,0,131,133,0,132,133,0,133,133,0,133,133,0,133,133,0,133,133,0,133,133,0,133,133,0,133,133,0,133,133,0,133,133,0,133,133,0,133,134,0,133,134,0,133,135,0,133,135,0,133,135,0,133,136,0,133,136,0,133,136,0,133,137,0,133,137,0,133,137,0,133,137,0,133,138,0,133,138,0,133,138,0,133,163,0,134,166,0,134,168,0,134,172,0,135,172,0,135,173,0,135,173,0,135,186,0,135,194,0,135,197,0,135,197,0,135,197,0,135
"China","CHN","Gansu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,2,88,127,2,88,127,2,88,129,2,89,133,2,91,133,2,91,133,2,91,133,2,91,134,2,91,134,2,98,134,2,113,136,2,114,136,2,114,136,2,119,136,2,119,136,2,121,136,2,123,136,2,125,138,2,125,138,2,125,138,2,125,138,2,127,138,2,127,138,2,127,138,2,131,138,2,131,139,2,132,139,2,132,139,2,133,139,2,135,139,2,135,139,2,135,139,2,135,139,2,135,139,2,136,139,2,136,139,2,137,139,2,137,139,2,137,139,2,137
"China","CHN","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,3,65,129,3,67,134,4,77,140,4,78,145,4,81,155,4,84,162,4,88,181,4,92,208,4,95,256,4,98,273,4,98,317,4,100,356,4,100,386,4,101,410,4,102,453,4,110,519,4,110,561,4,112,641,4,112,682,4,123,714,4,128,765,4,147,802,4,147,845,4,173,862,4,173,890,4,206,914,4,216,935,4,216,960,4,264,973,4,293,989,4,309,1000,4,336,1004,4,360,1009,4,360,1012,4,434,1017,4,459,1017,4,485,1021,4,533,1024,4,568,1025,4,602
"China","CHN","Liaoning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,1,111,125,1,112,125,1,112,125,1,113,125,1,114,125,1,115,125,1,120,125,1,122,125,1,122,126,2,122,126,2,122,126,2,124,127,2,124,127,2,124,127,2,124,128,2,124,128,2,124,132,2,124,134,2,124,136,2,124,139,2,124,140,2,124,141,2,124,141,2,124,141,2,125,142,2,126,142,2,128,144,2,130,144,2,131,144,2,132,144,2,132,145,2,133,145,2,136,145,2,136,145,2,138,145,2,138,145,2,140,146,2,140,146,2,142,146,2,142
"China","CHN","Jilin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1,91,93,1,91,93,1,91,93,1,91,93,1,91,93,1,92,93,1,92,93,1,92,93,1,92,93,1,92,93,1,92,93,1,92,93,1,92,93,1,92,94,1,92,95,1,92,95,1,92,97,1,92,98,1,92,98,1,92,98,1,92,98,1,92,98,1,92,98,1,92,98,1,92,98,1,92,98,1,92,98,1,92,98,1,93,98,1,93,98,1,95,98,1,96,99,1,96,100,1,96,100,1,96,102,1,96,102,1,96,102,1,97,102,1,97,104,1,97
"China","CHN","Xinjiang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73,76,3,73
